date,location,location_name,value
2020-08-26,GM,Germany,9280
2020-08-27,GM,Germany,9285
2020-08-28,GM,Germany,9288
2020-08-29,GM,Germany,9289
2020-08-30,GM,Germany,9295
2020-08-31,GM,Germany,9298
2020-09-01,GM,Germany,9302
2020-09-02,GM,Germany,9313
2020-09-03,GM,Germany,9321
2020-09-04,GM,Germany,9322
2020-09-05,GM,Germany,9324
2020-09-06,GM,Germany,9325
2020-09-07,GM,Germany,9325
2020-09-08,GM,Germany,9329
2020-09-09,GM,Germany,9338
2020-09-10,GM,Germany,9341
2020-09-11,GM,Germany,9342
2020-09-12,GM,Germany,9347
2020-09-13,GM,Germany,9349
2020-09-14,GM,Germany,9350
2020-09-15,GM,Germany,9362
2020-09-16,GM,Germany,9368
2020-09-17,GM,Germany,9371
2020-09-18,GM,Germany,9378
2020-09-19,GM,Germany,9384
2020-09-20,GM,Germany,9386
2020-09-21,GM,Germany,9386
2020-09-22,GM,Germany,9396
2020-09-23,GM,Germany,9409
2020-09-24,GM,Germany,9428
2020-09-25,GM,Germany,9443
2020-09-26,GM,Germany,9452
2020-09-27,GM,Germany,9457
2020-09-28,GM,Germany,9460
2020-09-29,GM,Germany,9471
2020-09-30,GM,Germany,9488
2020-03-04,PL,Poland,0
2020-03-07,PL,Poland,0
2020-03-08,PL,Poland,0
2020-03-09,PL,Poland,0
2020-03-10,PL,Poland,0
2020-03-11,PL,Poland,0
2020-03-12,PL,Poland,0
2020-03-13,PL,Poland,1
2020-03-14,PL,Poland,2
2020-03-15,PL,Poland,3
2020-03-16,PL,Poland,3
2020-03-17,PL,Poland,4
2020-03-18,PL,Poland,5
2020-03-19,PL,Poland,5
2020-03-20,PL,Poland,5
2020-03-21,PL,Poland,5
2020-03-22,PL,Poland,5
2020-03-23,PL,Poland,7
2020-03-24,PL,Poland,8
2020-03-25,PL,Poland,10
2020-03-26,PL,Poland,14
2020-03-27,PL,Poland,16
2020-03-28,PL,Poland,16
2020-03-29,PL,Poland,18
2020-03-30,PL,Poland,22
2020-03-31,PL,Poland,31
2020-04-01,PL,Poland,33
2020-04-02,PL,Poland,43
2020-04-03,PL,Poland,57
2020-04-04,PL,Poland,71
2020-04-05,PL,Poland,79
2020-04-06,PL,Poland,94
2020-04-07,PL,Poland,107
2020-04-08,PL,Poland,129
2020-04-09,PL,Poland,159
2020-04-10,PL,Poland,174
2020-04-11,PL,Poland,181
2020-04-12,PL,Poland,208
2020-04-13,PL,Poland,232
2020-04-14,PL,Poland,245
2020-04-15,PL,Poland,263
2020-04-16,PL,Poland,286
2020-04-17,PL,Poland,314
2020-04-18,PL,Poland,332
2020-04-19,PL,Poland,347
2020-04-20,PL,Poland,360
2020-04-21,PL,Poland,380
2020-04-22,PL,Poland,401
2020-04-23,PL,Poland,426
2020-04-24,PL,Poland,454
2020-04-25,PL,Poland,494
2020-04-26,PL,Poland,524
2020-04-27,PL,Poland,535
2020-04-28,PL,Poland,562
2020-04-29,PL,Poland,596
2020-04-30,PL,Poland,624
2020-05-01,PL,Poland,644
2020-05-02,PL,Poland,651
2020-05-03,PL,Poland,664
2020-05-04,PL,Poland,678
2020-05-05,PL,Poland,698
2020-05-06,PL,Poland,716
2020-05-07,PL,Poland,733
2020-05-08,PL,Poland,755
2020-05-09,PL,Poland,776
2020-05-10,PL,Poland,785
2020-05-11,PL,Poland,800
2020-05-12,PL,Poland,811
2020-05-13,PL,Poland,839
2020-05-14,PL,Poland,861
2020-05-15,PL,Poland,883
2020-05-16,PL,Poland,907
2020-05-17,PL,Poland,915
2020-05-18,PL,Poland,925
2020-05-19,PL,Poland,936
2020-05-20,PL,Poland,948
2020-05-21,PL,Poland,962
2020-05-22,PL,Poland,972
2020-05-23,PL,Poland,982
2020-05-24,PL,Poland,993
2020-05-25,PL,Poland,996
2020-05-26,PL,Poland,1007
2020-05-27,PL,Poland,1024
2020-05-28,PL,Poland,1028
2020-05-29,PL,Poland,1038
2020-05-30,PL,Poland,1051
2020-05-31,PL,Poland,1061
2020-06-01,PL,Poland,1064
2020-06-02,PL,Poland,1074
2020-06-03,PL,Poland,1092
2020-06-04,PL,Poland,1115
2020-06-05,PL,Poland,1117
2020-06-06,PL,Poland,1137
2020-06-07,PL,Poland,1153
2020-06-08,PL,Poland,1157
2020-06-09,PL,Poland,1166
2020-06-10,PL,Poland,1183
2020-06-11,PL,Poland,1206
2020-06-12,PL,Poland,1215
2020-06-13,PL,Poland,1222
2020-06-14,PL,Poland,1237
2020-06-15,PL,Poland,1247
2020-06-16,PL,Poland,1256
2020-06-17,PL,Poland,1272
2020-06-18,PL,Poland,1286
2020-06-19,PL,Poland,1316
2020-06-20,PL,Poland,1334
2020-06-21,PL,Poland,1346
2020-06-22,PL,Poland,1356
2020-06-23,PL,Poland,1359
2020-06-24,PL,Poland,1375
2020-06-25,PL,Poland,1396
2020-06-26,PL,Poland,1412
2020-06-27,PL,Poland,1429
2020-06-28,PL,Poland,1435
2020-06-29,PL,Poland,1438
2020-06-30,PL,Poland,1444
2020-07-01,PL,Poland,1463
2020-07-02,PL,Poland,1477
2020-07-03,PL,Poland,1492
2020-07-04,PL,Poland,1507
2020-07-05,PL,Poland,1512
2020-07-06,PL,Poland,1517
2020-07-07,PL,Poland,1521
2020-07-08,PL,Poland,1528
2020-07-09,PL,Poland,1542
2020-07-10,PL,Poland,1551
2020-07-11,PL,Poland,1562
2020-07-12,PL,Poland,1568
2020-07-13,PL,Poland,1571
2020-07-14,PL,Poland,1576
2020-07-15,PL,Poland,1588
2020-07-16,PL,Poland,1594
2020-07-17,PL,Poland,1605
2020-07-18,PL,Poland,1612
2020-07-19,PL,Poland,1618
2020-07-20,PL,Poland,1624
2020-07-21,PL,Poland,1627
2020-07-22,PL,Poland,1636
2020-07-23,PL,Poland,1642
2020-07-24,PL,Poland,1651
2020-07-25,PL,Poland,1655
2020-07-26,PL,Poland,1664
2020-07-27,PL,Poland,1671
2020-07-28,PL,Poland,1676
2020-07-29,PL,Poland,1682
2020-07-30,PL,Poland,1694
2020-07-31,PL,Poland,1709
2020-08-01,PL,Poland,1716
2020-08-02,PL,Poland,1721
2020-08-03,PL,Poland,1731
2020-08-04,PL,Poland,1732
2020-08-05,PL,Poland,1738
2020-08-06,PL,Poland,1756
2020-08-07,PL,Poland,1774
2020-08-08,PL,Poland,1787
2020-08-09,PL,Poland,1800
2020-08-10,PL,Poland,1807
2020-08-11,PL,Poland,1809
2020-08-12,PL,Poland,1821
2020-08-13,PL,Poland,1830
2020-08-14,PL,Poland,1844
2020-08-15,PL,Poland,1858
2020-08-16,PL,Poland,1869
2020-08-17,PL,Poland,1877
2020-08-18,PL,Poland,1885
2020-08-19,PL,Poland,1896
2020-08-20,PL,Poland,1913
2020-08-21,PL,Poland,1925
2020-08-22,PL,Poland,1938
2020-08-23,PL,Poland,1951
2020-08-24,PL,Poland,1955
2020-08-25,PL,Poland,1960
2020-08-26,PL,Poland,1977
2020-08-27,PL,Poland,1994
2020-08-28,PL,Poland,2010
2020-08-29,PL,Poland,2018
2020-08-30,PL,Poland,2032
2020-08-31,PL,Poland,2033
2020-09-01,PL,Poland,2039
2020-09-02,PL,Poland,2058
2020-09-03,PL,Poland,2078
2020-09-04,PL,Poland,2092
2020-09-05,PL,Poland,2100
2020-09-06,PL,Poland,2113
2020-09-07,PL,Poland,2120
2020-09-08,PL,Poland,2124
2020-09-09,PL,Poland,2136
2020-09-10,PL,Poland,2147
2020-09-11,PL,Poland,2159
2020-09-12,PL,Poland,2169
2020-09-13,PL,Poland,2182
2020-09-14,PL,Poland,2188
2020-09-15,PL,Poland,2203
2020-09-16,PL,Poland,2227
2020-09-17,PL,Poland,2237
2020-09-18,PL,Poland,2253
2020-09-19,PL,Poland,2270
2020-09-20,PL,Poland,2282
2020-09-21,PL,Poland,2293
2020-09-22,PL,Poland,2298
2020-09-23,PL,Poland,2316
2020-09-24,PL,Poland,2344
2020-09-25,PL,Poland,2369
2020-09-26,PL,Poland,2392
2020-09-27,PL,Poland,2424
2020-09-28,PL,Poland,2432
2020-09-29,PL,Poland,2447
2020-09-30,PL,Poland,2483
