forecaster_id,location,location_name,inc,type,forecast_week,expert,leaderboard,assigned_forecast_type,forecast_type,distribution,median,lower_90,upper_90,width,horizon,target_end_date,assigned_baseline_model,chosen_baseline_model,forecast_duration
996366,GM,Germany,incident,deaths,48,TRUE,yes,distribution,distribution,log-normal,1800,1149,1975,0.16,1,2020-11-28,zero,constant,3.41837251186371
996366,GM,Germany,incident,deaths,48,TRUE,yes,distribution,distribution,log-normal,2082,1149,1975,0.19,2,2020-12-05,zero,constant,3.41837251186371
996366,GM,Germany,incident,deaths,48,TRUE,yes,distribution,distribution,log-normal,2384,1149,1975,0.22,3,2020-12-12,zero,constant,3.41837251186371
996366,GM,Germany,incident,deaths,48,TRUE,yes,distribution,distribution,log-normal,2623,1149,1975,0.27,4,2020-12-19,zero,constant,3.41837251186371
228720,PL,Poland,incident,cases,48,TRUE,yes,distribution,distribution,fifth-power-normal,187209,102162,231282,0.17,1,2020-11-28,constant,constant,316.13098192215
228720,PL,Poland,incident,cases,48,TRUE,yes,distribution,distribution,fifth-power-normal,196303,102162,231282,0.17,2,2020-12-05,constant,constant,316.13098192215
228720,PL,Poland,incident,cases,48,TRUE,yes,distribution,distribution,fifth-power-normal,198322,102162,231282,0.17,3,2020-12-12,constant,constant,316.13098192215
228720,PL,Poland,incident,cases,48,TRUE,yes,distribution,distribution,fifth-power-normal,195940,102162,231282,0.17,4,2020-12-19,constant,constant,316.13098192215
996366,PL,Poland,incident,cases,48,TRUE,yes,distribution,distribution,log-normal,148606,102162,231282,0.22,1,2020-11-28,zero,constant,4.48973784446716
996366,PL,Poland,incident,cases,48,TRUE,yes,distribution,distribution,log-normal,138762,102162,231282,0.25,2,2020-12-05,zero,constant,4.48973784446716
996366,PL,Poland,incident,cases,48,TRUE,yes,distribution,distribution,log-normal,131092,102162,231282,0.3,3,2020-12-12,zero,constant,4.48973784446716
996366,PL,Poland,incident,cases,48,TRUE,yes,distribution,distribution,log-normal,119780,102162,231282,0.35,4,2020-12-19,zero,constant,4.48973784446716
228720,PL,Poland,incident,deaths,48,TRUE,yes,distribution,distribution,fifth-power-normal,3663,2444,4229,0.166626036996782,1,2020-11-28,constant,constant,39.2339553833008
228720,PL,Poland,incident,deaths,48,TRUE,yes,distribution,distribution,fifth-power-normal,4118,2444,4229,0.166626036996782,2,2020-12-05,constant,constant,39.2339553833008
228720,PL,Poland,incident,deaths,48,TRUE,yes,distribution,distribution,fifth-power-normal,4300,2444,4229,0.166626036996782,3,2020-12-12,constant,constant,39.2339553833008
228720,PL,Poland,incident,deaths,48,TRUE,yes,distribution,distribution,fifth-power-normal,4580,2444,4229,0.166626036996782,4,2020-12-19,constant,constant,39.2339553833008
996366,PL,Poland,incident,deaths,48,TRUE,yes,distribution,distribution,log-normal,3721,2444,4229,0.2,1,2020-11-28,zero,constant,1.23714661598206
996366,PL,Poland,incident,deaths,48,TRUE,yes,distribution,distribution,log-normal,4384,2444,4229,0.24,2,2020-12-05,zero,constant,1.23714661598206
996366,PL,Poland,incident,deaths,48,TRUE,yes,distribution,distribution,log-normal,4930,2444,4229,0.27,3,2020-12-12,zero,constant,1.23714661598206
996366,PL,Poland,incident,deaths,48,TRUE,yes,distribution,distribution,log-normal,5339,2444,4229,0.29,4,2020-12-19,zero,constant,1.23714661598206
328241,PL,Poland,incident,cases,48,FALSE,anonymous,distribution,distribution,normal,153715,102162.288877485,231282.02671081,0.24837323850459,1,2020-11-28,constant,constant,
328241,PL,Poland,incident,cases,48,FALSE,anonymous,distribution,distribution,normal,153715,102162.288877485,231282.02671081,0.24837323850459,2,2020-12-05,constant,constant,
328241,PL,Poland,incident,cases,48,FALSE,anonymous,distribution,distribution,normal,153715,102162.288877485,231282.02671081,0.24837323850459,3,2020-12-12,constant,constant,
328241,PL,Poland,incident,cases,48,FALSE,anonymous,distribution,distribution,normal,153715,102162.288877485,231282.02671081,0.24837323850459,4,2020-12-19,constant,constant,
328241,PL,Poland,incident,cases,48,FALSE,anonymous,distribution,distribution,log-normal,153715,102162.288877485,231282.02671081,0.25,1,2020-11-28,zero,constant,265.476139545441
328241,PL,Poland,incident,cases,48,FALSE,anonymous,distribution,distribution,log-normal,153715,102162.288877485,231282.02671081,0.25,2,2020-12-05,zero,constant,265.476139545441
328241,PL,Poland,incident,cases,48,FALSE,anonymous,distribution,distribution,log-normal,153715,102162.288877485,231282.02671081,0.25,3,2020-12-12,zero,constant,265.476139545441
328241,PL,Poland,incident,cases,48,FALSE,anonymous,distribution,distribution,log-normal,153715,102162.288877485,231282.02671081,0.25,4,2020-12-19,zero,constant,265.476139545441
328241,PL,Poland,incident,cases,48,FALSE,anonymous,distribution,distribution,log-normal,153715,102162.288877485,231282.02671081,0.24837323850459,1,2020-11-28,zero,constant,43.4960927963257
328241,PL,Poland,incident,cases,48,FALSE,anonymous,distribution,distribution,log-normal,153715,102162.288877485,231282.02671081,0.24837323850459,2,2020-12-05,zero,constant,43.4960927963257
328241,PL,Poland,incident,cases,48,FALSE,anonymous,distribution,distribution,log-normal,153715,102162.288877485,231282.02671081,0.24837323850459,3,2020-12-12,zero,constant,43.4960927963257
328241,PL,Poland,incident,cases,48,FALSE,anonymous,distribution,distribution,log-normal,153715,102162.288877485,231282.02671081,0.24837323850459,4,2020-12-19,zero,constant,43.4960927963257
328241,PL,Poland,incident,deaths,48,FALSE,anonymous,distribution,distribution,log-normal,3215,2444.28321510772,4228.7345983941,0.166626036996782,1,2020-11-28,zero,constant,39.2201137542725
328241,PL,Poland,incident,deaths,48,FALSE,anonymous,distribution,distribution,log-normal,3215,2444.28321510772,4228.7345983941,0.166626036996782,2,2020-12-05,zero,constant,39.2201137542725
328241,PL,Poland,incident,deaths,48,FALSE,anonymous,distribution,distribution,log-normal,3215,2444.28321510772,4228.7345983941,0.166626036996782,3,2020-12-12,zero,constant,39.2201137542725
328241,PL,Poland,incident,deaths,48,FALSE,anonymous,distribution,distribution,log-normal,3215,2444.28321510772,4228.7345983941,0.166626036996782,4,2020-12-19,zero,constant,39.2201137542725
328241,PL,Poland,incident,cases,48,FALSE,anonymous,distribution,distribution,log-normal,153715,102162.288877485,231282.02671081,0.24837323850459,1,2020-11-28,zero,constant,14.4883980751038
328241,PL,Poland,incident,cases,48,FALSE,anonymous,distribution,distribution,log-normal,153715,102162.288877485,231282.02671081,0.24837323850459,2,2020-12-05,zero,constant,14.4883980751038
328241,PL,Poland,incident,cases,48,FALSE,anonymous,distribution,distribution,log-normal,153715,102162.288877485,231282.02671081,0.24837323850459,3,2020-12-12,zero,constant,14.4883980751038
328241,PL,Poland,incident,cases,48,FALSE,anonymous,distribution,distribution,log-normal,153715,102162.288877485,231282.02671081,0.24837323850459,4,2020-12-19,zero,constant,14.4883980751038
253412,GM,Germany,incident,cases,48,TRUE,yes,distribution,distribution,log-normal,125282,89156,186570,0.22,1,2020-11-28,zero,constant,
253412,GM,Germany,incident,cases,48,TRUE,yes,distribution,distribution,log-normal,117024,89156,186570,0.22,2,2020-12-05,zero,constant,
253412,GM,Germany,incident,cases,48,TRUE,yes,distribution,distribution,log-normal,106533,89156,186570,0.22,3,2020-12-12,zero,constant,
253412,GM,Germany,incident,cases,48,TRUE,yes,distribution,distribution,log-normal,92518,89156,186570,0.22,4,2020-12-19,zero,constant,
253412,GM,Germany,incident,deaths,48,TRUE,yes,distribution,distribution,log-normal,1795,1149,1975,0.16,1,2020-11-28,zero,constant,42.282121181488
253412,GM,Germany,incident,deaths,48,TRUE,yes,distribution,distribution,log-normal,2112,1149,1975,0.16,2,2020-12-05,zero,constant,42.282121181488
253412,GM,Germany,incident,deaths,48,TRUE,yes,distribution,distribution,log-normal,2354,1149,1975,0.16,3,2020-12-12,zero,constant,42.282121181488
253412,GM,Germany,incident,deaths,48,TRUE,yes,distribution,distribution,log-normal,2500,1149,1975,0.16,4,2020-12-19,zero,constant,42.282121181488
253412,PL,Poland,incident,cases,48,TRUE,yes,distribution,distribution,log-normal,156886,102162,231282,0.25,1,2020-11-28,zero,constant,77.0398993492127
253412,PL,Poland,incident,cases,48,TRUE,yes,distribution,distribution,log-normal,144436,102162,231282,0.25,2,2020-12-05,zero,constant,77.0398993492127
253412,PL,Poland,incident,cases,48,TRUE,yes,distribution,distribution,log-normal,133513,102162,231282,0.25,3,2020-12-12,zero,constant,77.0398993492127
253412,PL,Poland,incident,cases,48,TRUE,yes,distribution,distribution,log-normal,115257,102162,231282,0.25,4,2020-12-19,zero,constant,77.0398993492127
253412,PL,Poland,incident,deaths,48,TRUE,yes,distribution,distribution,log-normal,3992,2444,4229,0.17,1,2020-11-28,zero,constant,24.6561408042908
253412,PL,Poland,incident,deaths,48,TRUE,yes,distribution,distribution,log-normal,4654,2444,4229,0.17,2,2020-12-05,zero,constant,24.6561408042908
253412,PL,Poland,incident,deaths,48,TRUE,yes,distribution,distribution,log-normal,5068,2444,4229,0.17,3,2020-12-12,zero,constant,24.6561408042908
253412,PL,Poland,incident,deaths,48,TRUE,yes,distribution,distribution,log-normal,4808,2444,4229,0.17,4,2020-12-19,zero,constant,24.6561408042908
215393,GM,Germany,incident,cases,48,TRUE,yes,distribution,distribution,log-normal,124274,89156,186570,0.1,1,2020-11-28,zero,constant,
215393,GM,Germany,incident,cases,48,TRUE,yes,distribution,distribution,log-normal,111602,89156,186570,0.15,2,2020-12-05,zero,constant,
215393,GM,Germany,incident,cases,48,TRUE,yes,distribution,distribution,log-normal,100256,89156,186570,0.2,3,2020-12-12,zero,constant,
215393,GM,Germany,incident,cases,48,TRUE,yes,distribution,distribution,log-normal,91522,89156,186570,0.25,4,2020-12-19,zero,constant,
215393,GM,Germany,incident,deaths,48,TRUE,yes,distribution,distribution,log-normal,1711.14510715036,1149,1975,0.12,1,2020-11-28,zero,constant,45.8869972229004
215393,GM,Germany,incident,deaths,48,TRUE,yes,distribution,distribution,log-normal,1614,1149,1975,0.18,2,2020-12-05,zero,constant,45.8869972229004
215393,GM,Germany,incident,deaths,48,TRUE,yes,distribution,distribution,log-normal,1506,1149,1975,0.24,3,2020-12-12,zero,constant,45.8869972229004
215393,GM,Germany,incident,deaths,48,TRUE,yes,distribution,distribution,log-normal,1331,1149,1975,0.3,4,2020-12-19,zero,constant,45.8869972229004
215393,PL,Poland,incident,cases,48,TRUE,yes,distribution,distribution,log-normal,135177,102162,231282,0.1,1,2020-11-28,zero,constant,62.2922739982605
215393,PL,Poland,incident,cases,48,TRUE,yes,distribution,distribution,log-normal,113867,102162,231282,0.14,2,2020-12-05,zero,constant,62.2922739982605
215393,PL,Poland,incident,cases,48,TRUE,yes,distribution,distribution,log-normal,97306,102162,231282,0.18,3,2020-12-12,zero,constant,62.2922739982605
215393,PL,Poland,incident,cases,48,TRUE,yes,distribution,distribution,log-normal,86795,102162,231282,0.22,4,2020-12-19,zero,constant,62.2922739982605
215393,PL,Poland,incident,deaths,48,TRUE,yes,distribution,distribution,log-normal,3925,2444,4229,0.2,1,2020-11-28,zero,constant,30.0230846405029
215393,PL,Poland,incident,deaths,48,TRUE,yes,distribution,distribution,log-normal,4646,2444,4229,0.24,2,2020-12-05,zero,constant,30.0230846405029
215393,PL,Poland,incident,deaths,48,TRUE,yes,distribution,distribution,log-normal,4406,2444,4229,0.3,3,2020-12-12,zero,constant,30.0230846405029
215393,PL,Poland,incident,deaths,48,TRUE,yes,distribution,distribution,log-normal,3215,2444,4229,0.35,4,2020-12-19,zero,constant,30.0230846405029
