location,location_name,inc,type,forecast_date,forecast_time,forecast_week,expert,median,shape_log_normal,horizon,target_end_date,zero_baseline,forecaster_id
PL,Poland,incident,deaths,2020-10-25T00:00:00Z,2020-10-25T17:12:52.437157Z,44,TRUE,1196,0.152298961454653,2,2020-11-07T00:00:00Z,FALSE,
PL,Poland,incident,deaths,2020-10-25T00:00:00Z,2020-10-25T17:12:52.437157Z,44,TRUE,1352,0.15,3,2020-11-14T00:00:00Z,FALSE,
PL,Poland,incident,deaths,2020-10-25T00:00:00Z,2020-10-25T17:12:52.437157Z,44,TRUE,1472.73813019109,0.15,4,2020-11-21T00:00:00Z,FALSE,
GM,Germany,incident,cases,2020-10-26T00:00:00Z,2020-10-26T14:16:41.063756Z,44,TRUE,85000,0.3,1,2020-10-31T00:00:00Z,FALSE,
GM,Germany,incident,cases,2020-10-26T00:00:00Z,2020-10-26T14:16:41.063756Z,44,TRUE,120000,0.3,2,2020-11-07T00:00:00Z,FALSE,
GM,Germany,incident,cases,2020-10-26T00:00:00Z,2020-10-26T14:16:41.063756Z,44,TRUE,2e+05,0.3,3,2020-11-14T00:00:00Z,FALSE,
GM,Germany,incident,cases,2020-10-26T00:00:00Z,2020-10-26T14:16:41.063756Z,44,TRUE,290000,0.3,4,2020-11-21T00:00:00Z,FALSE,
GM,Germany,incident,deaths,2020-10-26T00:00:00Z,2020-10-26T14:19:58.144394Z,44,TRUE,289,0.33,1,2020-10-31T00:00:00Z,FALSE,
GM,Germany,incident,deaths,2020-10-26T00:00:00Z,2020-10-26T14:19:58.144394Z,44,TRUE,401,0.33,2,2020-11-07T00:00:00Z,FALSE,
GM,Germany,incident,deaths,2020-10-26T00:00:00Z,2020-10-26T14:19:58.144394Z,44,TRUE,556,0.33,3,2020-11-14T00:00:00Z,FALSE,
GM,Germany,incident,deaths,2020-10-26T00:00:00Z,2020-10-26T14:19:58.144394Z,44,TRUE,770,0.33,4,2020-11-21T00:00:00Z,FALSE,
PL,Poland,incident,cases,2020-10-26T00:00:00Z,2020-10-26T14:21:35.724900Z,44,TRUE,120000,0.3,1,2020-10-31T00:00:00Z,FALSE,
PL,Poland,incident,cases,2020-10-26T00:00:00Z,2020-10-26T14:21:35.724900Z,44,TRUE,230000,0.3,2,2020-11-07T00:00:00Z,FALSE,
PL,Poland,incident,cases,2020-10-26T00:00:00Z,2020-10-26T14:21:35.724900Z,44,TRUE,280000,0.3,3,2020-11-14T00:00:00Z,FALSE,
PL,Poland,incident,cases,2020-10-26T00:00:00Z,2020-10-26T14:21:35.724900Z,44,TRUE,320000,0.3,4,2020-11-21T00:00:00Z,FALSE,
PL,Poland,incident,deaths,2020-10-26T00:00:00Z,2020-10-26T14:22:49.571774Z,44,TRUE,1200,0.3,1,2020-10-31T00:00:00Z,FALSE,
PL,Poland,incident,deaths,2020-10-26T00:00:00Z,2020-10-26T14:22:49.571774Z,44,TRUE,2000,0.3,2,2020-11-07T00:00:00Z,FALSE,
PL,Poland,incident,deaths,2020-10-26T00:00:00Z,2020-10-26T14:22:49.571774Z,44,TRUE,3000,0.3,3,2020-11-14T00:00:00Z,FALSE,
PL,Poland,incident,deaths,2020-10-26T00:00:00Z,2020-10-26T14:22:49.571774Z,44,TRUE,5000,0.3,4,2020-11-21T00:00:00Z,FALSE,
GM,Germany,incident,cases,2020-10-26T00:00:00Z,2020-10-26T22:38:14.024271Z,44,TRUE,82229,0.19,1,2020-10-31T00:00:00Z,FALSE,
GM,Germany,incident,cases,2020-10-26T00:00:00Z,2020-10-26T22:38:14.024271Z,44,TRUE,102286,0.2,2,2020-11-07T00:00:00Z,FALSE,
GM,Germany,incident,cases,2020-10-26T00:00:00Z,2020-10-26T22:38:14.024271Z,44,TRUE,133823,0.21,3,2020-11-14T00:00:00Z,FALSE,
GM,Germany,incident,cases,2020-10-26T00:00:00Z,2020-10-26T22:38:14.024271Z,44,TRUE,153509,0.22,4,2020-11-21T00:00:00Z,FALSE,
GM,Germany,incident,deaths,2020-10-26T00:00:00Z,2020-10-26T22:39:02.413541Z,44,TRUE,285,0.33,1,2020-10-31T00:00:00Z,FALSE,
GM,Germany,incident,deaths,2020-10-26T00:00:00Z,2020-10-26T22:39:02.413541Z,44,TRUE,322,0.33,2,2020-11-07T00:00:00Z,FALSE,
GM,Germany,incident,deaths,2020-10-26T00:00:00Z,2020-10-26T22:39:02.413541Z,44,TRUE,348,0.33,3,2020-11-14T00:00:00Z,FALSE,
GM,Germany,incident,deaths,2020-10-26T00:00:00Z,2020-10-26T22:39:02.413541Z,44,TRUE,361,0.33,4,2020-11-21T00:00:00Z,FALSE,
PL,Poland,incident,cases,2020-10-26T00:00:00Z,2020-10-26T22:40:35.669122Z,44,TRUE,89734,0.1,1,2020-10-31T00:00:00Z,FALSE,
PL,Poland,incident,cases,2020-10-26T00:00:00Z,2020-10-26T22:40:35.669122Z,44,TRUE,104820,0.11,2,2020-11-07T00:00:00Z,FALSE,
PL,Poland,incident,cases,2020-10-26T00:00:00Z,2020-10-26T22:40:35.669122Z,44,TRUE,113718,0.12,3,2020-11-14T00:00:00Z,FALSE,
PL,Poland,incident,cases,2020-10-26T00:00:00Z,2020-10-26T22:40:35.669122Z,44,TRUE,128287,0.13,4,2020-11-21T00:00:00Z,FALSE,
PL,Poland,incident,deaths,2020-10-26T00:00:00Z,2020-10-26T22:41:24.078635Z,44,TRUE,933,0.15,1,2020-10-31T00:00:00Z,FALSE,
PL,Poland,incident,deaths,2020-10-26T00:00:00Z,2020-10-26T22:41:24.078635Z,44,TRUE,1177,0.15,2,2020-11-07T00:00:00Z,FALSE,
PL,Poland,incident,deaths,2020-10-26T00:00:00Z,2020-10-26T22:41:24.078635Z,44,TRUE,1325.01710341164,0.15,3,2020-11-14T00:00:00Z,FALSE,
PL,Poland,incident,deaths,2020-10-26T00:00:00Z,2020-10-26T22:41:24.078635Z,44,TRUE,1376,0.15,4,2020-11-21T00:00:00Z,FALSE,
GM,Germany,incident,cases,2020-10-27T00:00:00Z,2020-10-27T09:19:48.562783Z,44,TRUE,96286.7858710783,0.21,1,2020-10-31T00:00:00Z,FALSE,
GM,Germany,incident,cases,2020-10-27T00:00:00Z,2020-10-27T09:19:48.562783Z,44,TRUE,130313,0.23,2,2020-11-07T00:00:00Z,FALSE,
GM,Germany,incident,cases,2020-10-27T00:00:00Z,2020-10-27T09:19:48.562783Z,44,TRUE,157490,0.25,3,2020-11-14T00:00:00Z,FALSE,
GM,Germany,incident,cases,2020-10-27T00:00:00Z,2020-10-27T09:19:48.562783Z,44,TRUE,182830,0.27,4,2020-11-21T00:00:00Z,FALSE,
GM,Germany,incident,deaths,2020-10-27T00:00:00Z,2020-10-27T09:21:09.901964Z,44,TRUE,316,0.32,1,2020-10-31T00:00:00Z,FALSE,
GM,Germany,incident,deaths,2020-10-27T00:00:00Z,2020-10-27T09:21:09.901964Z,44,TRUE,422,0.33,2,2020-11-07T00:00:00Z,FALSE,
GM,Germany,incident,deaths,2020-10-27T00:00:00Z,2020-10-27T09:21:09.901964Z,44,TRUE,511,0.33,3,2020-11-14T00:00:00Z,FALSE,
GM,Germany,incident,deaths,2020-10-27T00:00:00Z,2020-10-27T09:21:09.901964Z,44,TRUE,616,0.33,4,2020-11-21T00:00:00Z,FALSE,
PL,Poland,incident,cases,2020-10-27T00:00:00Z,2020-10-27T09:25:41.802591Z,44,TRUE,102150,0.15,1,2020-10-31T00:00:00Z,FALSE,
PL,Poland,incident,cases,2020-10-27T00:00:00Z,2020-10-27T09:25:41.802591Z,44,TRUE,141809,0.17,2,2020-11-07T00:00:00Z,FALSE,
PL,Poland,incident,cases,2020-10-27T00:00:00Z,2020-10-27T09:25:41.802591Z,44,TRUE,184674,0.19,3,2020-11-14T00:00:00Z,FALSE,
PL,Poland,incident,cases,2020-10-27T00:00:00Z,2020-10-27T09:25:41.802591Z,44,TRUE,222259,0.2,4,2020-11-21T00:00:00Z,FALSE,
PL,Poland,incident,deaths,2020-10-27T00:00:00Z,2020-10-27T09:26:30.915064Z,44,TRUE,975,0.152298961454653,1,2020-10-31T00:00:00Z,FALSE,
PL,Poland,incident,deaths,2020-10-27T00:00:00Z,2020-10-27T09:26:30.915064Z,44,TRUE,1238,0.17,2,2020-11-07T00:00:00Z,FALSE,
PL,Poland,incident,deaths,2020-10-27T00:00:00Z,2020-10-27T09:26:30.915064Z,44,TRUE,1558,0.19,3,2020-11-14T00:00:00Z,FALSE,
PL,Poland,incident,deaths,2020-10-27T00:00:00Z,2020-10-27T09:26:30.915064Z,44,TRUE,1977,0.21,4,2020-11-21T00:00:00Z,FALSE,
GM,Germany,incident,cases,2020-10-27T00:00:00Z,2020-10-27T11:11:50.970918Z,44,TRUE,84467,0.07,1,2020-10-31T00:00:00Z,TRUE,
GM,Germany,incident,cases,2020-10-27T00:00:00Z,2020-10-27T11:11:50.970918Z,44,TRUE,101312,0.09,2,2020-11-07T00:00:00Z,TRUE,
GM,Germany,incident,cases,2020-10-27T00:00:00Z,2020-10-27T11:11:50.970918Z,44,TRUE,124987,0.11,3,2020-11-14T00:00:00Z,TRUE,
GM,Germany,incident,cases,2020-10-27T00:00:00Z,2020-10-27T11:11:50.970918Z,44,TRUE,153565,0.13,4,2020-11-21T00:00:00Z,TRUE,
GM,Germany,incident,deaths,2020-10-27T00:00:00Z,2020-10-27T11:13:01.226188Z,44,TRUE,291,0.07,1,2020-10-31T00:00:00Z,TRUE,
GM,Germany,incident,deaths,2020-10-27T00:00:00Z,2020-10-27T11:13:01.226188Z,44,TRUE,326,0.09,2,2020-11-07T00:00:00Z,TRUE,
GM,Germany,incident,deaths,2020-10-27T00:00:00Z,2020-10-27T11:13:01.226188Z,44,TRUE,371,0.11,3,2020-11-14T00:00:00Z,TRUE,
GM,Germany,incident,deaths,2020-10-27T00:00:00Z,2020-10-27T11:13:01.226188Z,44,TRUE,422,0.13,4,2020-11-21T00:00:00Z,TRUE,
PL,Poland,incident,cases,2020-10-27T00:00:00Z,2020-10-27T11:14:13.794550Z,44,TRUE,104296,0.12,1,2020-10-31T00:00:00Z,TRUE,
PL,Poland,incident,cases,2020-10-27T00:00:00Z,2020-10-27T11:14:13.794550Z,44,TRUE,140362,0.14,2,2020-11-07T00:00:00Z,TRUE,
PL,Poland,incident,cases,2020-10-27T00:00:00Z,2020-10-27T11:14:13.794550Z,44,TRUE,185455,0.17,3,2020-11-14T00:00:00Z,TRUE,
PL,Poland,incident,cases,2020-10-27T00:00:00Z,2020-10-27T11:14:13.794550Z,44,TRUE,267163,0.17,4,2020-11-21T00:00:00Z,TRUE,
PL,Poland,incident,deaths,2020-10-27T00:00:00Z,2020-10-27T11:15:01.349802Z,44,TRUE,986,0.11,1,2020-10-31T00:00:00Z,TRUE,
PL,Poland,incident,deaths,2020-10-27T00:00:00Z,2020-10-27T11:15:01.349802Z,44,TRUE,1241,0.13,2,2020-11-07T00:00:00Z,TRUE,
PL,Poland,incident,deaths,2020-10-27T00:00:00Z,2020-10-27T11:15:01.349802Z,44,TRUE,1584,0.15,3,2020-11-14T00:00:00Z,TRUE,
PL,Poland,incident,deaths,2020-10-27T00:00:00Z,2020-10-27T11:15:01.349802Z,44,TRUE,2156,0.16,4,2020-11-21T00:00:00Z,TRUE,
,,,,,,,,,,,,,332193
,,,,,,,,,,,,,991083
,,,,,,,,,,,,,424666
,,,,,,,,,,,,,188218
,,,,,,,,,,,,,492860
,,,,,,,,,,,,,419395
