forecaster_id,location,location_name,inc,type,forecast_date,forecast_time,forecast_week,expert,leaderboard,name_board,median,shape_log_normal,horizon,target_end_date,zero_baseline
515822,PL,Poland,incident,deaths,2020-11-02T00:00:00Z,2020-11-02T19:17:14.180726Z,45,TRUE,yes,seabbs,3171,0.2,2,2020-11-14T00:00:00Z,TRUE
515822,PL,Poland,incident,deaths,2020-11-02T00:00:00Z,2020-11-02T19:17:14.180726Z,45,TRUE,yes,seabbs,3833,0.3,3,2020-11-21T00:00:00Z,TRUE
515822,PL,Poland,incident,deaths,2020-11-02T00:00:00Z,2020-11-02T19:17:14.180726Z,45,TRUE,yes,seabbs,4194,0.35,4,2020-11-28T00:00:00Z,TRUE
215393,GM,Germany,incident,cases,2020-11-02T00:00:00Z,2020-11-02T20:15:18.001821Z,45,TRUE,yes,seb,160000,0.1,1,2020-11-07T00:00:00Z,TRUE
215393,GM,Germany,incident,cases,2020-11-02T00:00:00Z,2020-11-02T20:15:18.001821Z,45,TRUE,yes,seb,135000,0.3,2,2020-11-14T00:00:00Z,TRUE
215393,GM,Germany,incident,cases,2020-11-02T00:00:00Z,2020-11-02T20:15:18.001821Z,45,TRUE,yes,seb,110000,0.5,3,2020-11-21T00:00:00Z,TRUE
215393,GM,Germany,incident,cases,2020-11-02T00:00:00Z,2020-11-02T20:15:18.001821Z,45,TRUE,yes,seb,90000,0.7,4,2020-11-28T00:00:00Z,TRUE
62963,GM,Germany,incident,cases,2020-11-02T00:00:00Z,2020-11-02T20:17:54.479867Z,45,TRUE,anonymous,anonymous,135888,0.08,1,2020-11-07T00:00:00Z,TRUE
62963,GM,Germany,incident,cases,2020-11-02T00:00:00Z,2020-11-02T20:17:54.479867Z,45,TRUE,anonymous,anonymous,168718,0.09,2,2020-11-14T00:00:00Z,TRUE
62963,GM,Germany,incident,cases,2020-11-02T00:00:00Z,2020-11-02T20:17:54.479867Z,45,TRUE,anonymous,anonymous,211291,0.1,3,2020-11-21T00:00:00Z,TRUE
62963,GM,Germany,incident,cases,2020-11-02T00:00:00Z,2020-11-02T20:17:54.479867Z,45,TRUE,anonymous,anonymous,257794,0.11,4,2020-11-28T00:00:00Z,TRUE
62963,GM,Germany,incident,deaths,2020-11-02T00:00:00Z,2020-11-02T20:18:56.696169Z,45,TRUE,anonymous,anonymous,651,0.06,1,2020-11-07T00:00:00Z,TRUE
62963,GM,Germany,incident,deaths,2020-11-02T00:00:00Z,2020-11-02T20:18:56.696169Z,45,TRUE,anonymous,anonymous,837,0.06,2,2020-11-14T00:00:00Z,TRUE
62963,GM,Germany,incident,deaths,2020-11-02T00:00:00Z,2020-11-02T20:18:56.696169Z,45,TRUE,anonymous,anonymous,1095,0.08,3,2020-11-21T00:00:00Z,TRUE
62963,GM,Germany,incident,deaths,2020-11-02T00:00:00Z,2020-11-02T20:18:56.696169Z,45,TRUE,anonymous,anonymous,1373,0.1,4,2020-11-28T00:00:00Z,TRUE
215393,GM,Germany,incident,deaths,2020-11-02T00:00:00Z,2020-11-02T20:19:01.433421Z,45,TRUE,yes,seb,800,0.15,1,2020-11-07T00:00:00Z,TRUE
215393,GM,Germany,incident,deaths,2020-11-02T00:00:00Z,2020-11-02T20:19:01.433421Z,45,TRUE,yes,seb,1500,0.3,2,2020-11-14T00:00:00Z,TRUE
215393,GM,Germany,incident,deaths,2020-11-02T00:00:00Z,2020-11-02T20:19:01.433421Z,45,TRUE,yes,seb,1200,0.5,3,2020-11-21T00:00:00Z,TRUE
215393,GM,Germany,incident,deaths,2020-11-02T00:00:00Z,2020-11-02T20:19:01.433421Z,45,TRUE,yes,seb,800,0.7,4,2020-11-28T00:00:00Z,TRUE
62963,PL,Poland,incident,cases,2020-11-02T00:00:00Z,2020-11-02T20:19:44.899965Z,45,TRUE,anonymous,anonymous,174613,0.07,1,2020-11-07T00:00:00Z,TRUE
62963,PL,Poland,incident,cases,2020-11-02T00:00:00Z,2020-11-02T20:19:44.899965Z,45,TRUE,anonymous,anonymous,248688,0.09,2,2020-11-14T00:00:00Z,TRUE
62963,PL,Poland,incident,cases,2020-11-02T00:00:00Z,2020-11-02T20:19:44.899965Z,45,TRUE,anonymous,anonymous,343014,0.11,3,2020-11-21T00:00:00Z,TRUE
62963,PL,Poland,incident,cases,2020-11-02T00:00:00Z,2020-11-02T20:19:44.899965Z,45,TRUE,anonymous,anonymous,469462,0.13,4,2020-11-28T00:00:00Z,TRUE
62963,PL,Poland,incident,deaths,2020-11-02T00:00:00Z,2020-11-02T20:20:21.057692Z,45,TRUE,anonymous,anonymous,1872,0.07,1,2020-11-07T00:00:00Z,TRUE
62963,PL,Poland,incident,deaths,2020-11-02T00:00:00Z,2020-11-02T20:20:21.057692Z,45,TRUE,anonymous,anonymous,2653,0.1,2,2020-11-14T00:00:00Z,TRUE
62963,PL,Poland,incident,deaths,2020-11-02T00:00:00Z,2020-11-02T20:20:21.057692Z,45,TRUE,anonymous,anonymous,3575,0.11,3,2020-11-21T00:00:00Z,TRUE
62963,PL,Poland,incident,deaths,2020-11-02T00:00:00Z,2020-11-02T20:20:21.057692Z,45,TRUE,anonymous,anonymous,4741,0.12,4,2020-11-28T00:00:00Z,TRUE
215393,PL,Poland,incident,cases,2020-11-02T00:00:00Z,2020-11-02T20:20:52.176163Z,45,TRUE,yes,seb,160000,0.2,1,2020-11-07T00:00:00Z,TRUE
215393,PL,Poland,incident,cases,2020-11-02T00:00:00Z,2020-11-02T20:20:52.176163Z,45,TRUE,yes,seb,190000,0.3,2,2020-11-14T00:00:00Z,TRUE
215393,PL,Poland,incident,cases,2020-11-02T00:00:00Z,2020-11-02T20:20:52.176163Z,45,TRUE,yes,seb,220000,0.5,3,2020-11-21T00:00:00Z,TRUE
215393,PL,Poland,incident,cases,2020-11-02T00:00:00Z,2020-11-02T20:20:52.176163Z,45,TRUE,yes,seb,240000,0.7,4,2020-11-28T00:00:00Z,TRUE
215393,PL,Poland,incident,deaths,2020-11-02T00:00:00Z,2020-11-02T20:21:51.303044Z,45,TRUE,yes,seb,1800,0.2,1,2020-11-07T00:00:00Z,TRUE
215393,PL,Poland,incident,deaths,2020-11-02T00:00:00Z,2020-11-02T20:21:51.303044Z,45,TRUE,yes,seb,2500,0.3,2,2020-11-14T00:00:00Z,TRUE
215393,PL,Poland,incident,deaths,2020-11-02T00:00:00Z,2020-11-02T20:21:51.303044Z,45,TRUE,yes,seb,3500,0.5,3,2020-11-21T00:00:00Z,TRUE
215393,PL,Poland,incident,deaths,2020-11-02T00:00:00Z,2020-11-02T20:21:51.303044Z,45,TRUE,yes,seb,4200,0.7,4,2020-11-28T00:00:00Z,TRUE
996366,GM,Germany,incident,cases,2020-11-03T00:00:00Z,2020-11-03T09:44:26.525944Z,45,TRUE,yes,nib,153721,0.14,1,2020-11-07T00:00:00Z,FALSE
996366,GM,Germany,incident,cases,2020-11-03T00:00:00Z,2020-11-03T09:44:26.525944Z,45,TRUE,yes,nib,229845,0.23,2,2020-11-14T00:00:00Z,FALSE
996366,GM,Germany,incident,cases,2020-11-03T00:00:00Z,2020-11-03T09:44:26.525944Z,45,TRUE,yes,nib,330759,0.27,3,2020-11-21T00:00:00Z,FALSE
996366,GM,Germany,incident,cases,2020-11-03T00:00:00Z,2020-11-03T09:44:26.525944Z,45,TRUE,yes,nib,428405.736165579,0.31,4,2020-11-28T00:00:00Z,FALSE
996366,GM,Germany,incident,deaths,2020-11-03T00:00:00Z,2020-11-03T09:48:08.879939Z,45,TRUE,yes,nib,690,0.24,1,2020-11-07T00:00:00Z,FALSE
996366,GM,Germany,incident,deaths,2020-11-03T00:00:00Z,2020-11-03T09:48:08.879939Z,45,TRUE,yes,nib,1110,0.27,2,2020-11-14T00:00:00Z,FALSE
996366,GM,Germany,incident,deaths,2020-11-03T00:00:00Z,2020-11-03T09:48:08.879939Z,45,TRUE,yes,nib,2058,0.3,3,2020-11-21T00:00:00Z,FALSE
996366,GM,Germany,incident,deaths,2020-11-03T00:00:00Z,2020-11-03T09:48:08.879939Z,45,TRUE,yes,nib,3106,0.34,4,2020-11-28T00:00:00Z,FALSE
996366,PL,Poland,incident,cases,2020-11-03T00:00:00Z,2020-11-03T09:49:38.883276Z,45,TRUE,yes,nib,153232,0.18,1,2020-11-07T00:00:00Z,FALSE
996366,PL,Poland,incident,cases,2020-11-03T00:00:00Z,2020-11-03T09:49:38.883276Z,45,TRUE,yes,nib,210274,0.23,2,2020-11-14T00:00:00Z,FALSE
996366,PL,Poland,incident,cases,2020-11-03T00:00:00Z,2020-11-03T09:49:38.883276Z,45,TRUE,yes,nib,271633,0.26,3,2020-11-21T00:00:00Z,FALSE
996366,PL,Poland,incident,cases,2020-11-03T00:00:00Z,2020-11-03T09:49:38.883276Z,45,TRUE,yes,nib,349007,0.28,4,2020-11-28T00:00:00Z,FALSE
996366,PL,Poland,incident,deaths,2020-11-03T00:00:00Z,2020-11-03T09:50:59.139019Z,45,TRUE,yes,nib,1549,0.14,1,2020-11-07T00:00:00Z,FALSE
996366,PL,Poland,incident,deaths,2020-11-03T00:00:00Z,2020-11-03T09:50:59.139019Z,45,TRUE,yes,nib,2114,0.19,2,2020-11-14T00:00:00Z,FALSE
996366,PL,Poland,incident,deaths,2020-11-03T00:00:00Z,2020-11-03T09:50:59.139019Z,45,TRUE,yes,nib,2686,0.24,3,2020-11-21T00:00:00Z,FALSE
996366,PL,Poland,incident,deaths,2020-11-03T00:00:00Z,2020-11-03T09:50:59.139019Z,45,TRUE,yes,nib,3408,0.27,4,2020-11-28T00:00:00Z,FALSE
