location,location_name,epiweek,value,target_end_date
PL80,Podkarpackie,11,6,2020-03-14
PL81,Podlaskie,11,0,2020-03-14
PL82,Pomorskie,11,0,2020-03-14
PL83,Slaskie,11,12,2020-03-14
PL84,Swietokrzyskie,11,0,2020-03-14
PL85,Warminsko-Mazurskie,11,4,2020-03-14
PL86,Wielkopolskie,11,6,2020-03-14
PL87,Zachodniopomorskie,11,5,2020-03-14
GM,Germany,12,16625,2020-03-21
GM01,Baden-Württemberg State,12,3628,2020-03-21
GM02,Free State of Bavaria,12,2942,2020-03-21
GM03,Free Hanseatic City of Bremen,12,137,2020-03-21
GM04,Free Hanseatic City of Hamburg,12,602,2020-03-21
GM05,Hesse State,12,1072,2020-03-21
GM06,Lower Saxony State,12,1085,2020-03-21
GM07,North Rhine-Westphalia State,12,3538,2020-03-21
GM08,Rhineland-Palatinate State,12,938,2020-03-21
GM09,Saarland State,12,201,2020-03-21
GM10,Schleswig-Holstein State,12,306,2020-03-21
GM11,Brandenburg State,12,246,2020-03-21
GM12,Mecklenburg-Western Pomerania State,12,167,2020-03-21
GM13,Free State of Saxony,12,564,2020-03-21
GM14,Sachsen-Anhalt State,12,205,2020-03-21
GM15,Free State of Thüringia,12,188,2020-03-21
GM16,Berlin State,12,862,2020-03-21
PL,Poland,12,425,2020-03-21
PL72,Dolnoslaskie,12,58,2020-03-21
PL73,Kujawsko-Pomorskie,12,14,2020-03-21
PL74,Lodzkie,12,57,2020-03-21
PL75,Lubelskie,12,28,2020-03-21
PL76,Lubuskie,12,9,2020-03-21
PL77,Malopolskie,12,14,2020-03-21
PL78,Mazowieckie,12,107,2020-03-21
PL79,Opolskie,12,10,2020-03-21
PL80,Podkarpackie,12,19,2020-03-21
PL81,Podlaskie,12,3,2020-03-21
PL82,Pomorskie,12,10,2020-03-21
PL83,Slaskie,12,46,2020-03-21
PL84,Swietokrzyskie,12,6,2020-03-21
PL85,Warminsko-Mazurskie,12,17,2020-03-21
PL86,Wielkopolskie,12,18,2020-03-21
PL87,Zachodniopomorskie,12,9,2020-03-21
GM,Germany,13,48507,2020-03-28
GM01,Baden-Württemberg State,13,9675,2020-03-28
GM02,Free State of Bavaria,13,11130,2020-03-28
GM03,Free Hanseatic City of Bremen,13,252,2020-03-28
GM04,Free Hanseatic City of Hamburg,13,1824,2020-03-28
GM05,Hesse State,13,2593,2020-03-28
GM06,Lower Saxony State,13,3209,2020-03-28
GM07,North Rhine-Westphalia State,13,10601,2020-03-28
GM08,Rhineland-Palatinate State,13,2210,2020-03-28
GM09,Saarland State,13,553,2020-03-28
GM10,Schleswig-Holstein State,13,909,2020-03-28
GM11,Brandenburg State,13,628,2020-03-28
GM12,Mecklenburg-Western Pomerania State,13,308,2020-03-28
GM13,Free State of Saxony,13,1426,2020-03-28
GM14,Sachsen-Anhalt State,13,473,2020-03-28
GM15,Free State of Thüringia,13,582,2020-03-28
GM16,Berlin State,13,2154,2020-03-28
PL,Poland,13,1389,2020-03-28
PL72,Dolnoslaskie,13,193,2020-03-28
PL73,Kujawsko-Pomorskie,13,33,2020-03-28
PL74,Lodzkie,13,168,2020-03-28
PL75,Lubelskie,13,78,2020-03-28
PL76,Lubuskie,13,31,2020-03-28
PL77,Malopolskie,13,93,2020-03-28
PL78,Mazowieckie,13,318,2020-03-28
PL79,Opolskie,13,28,2020-03-28
PL80,Podkarpackie,13,61,2020-03-28
PL81,Podlaskie,13,17,2020-03-28
PL82,Pomorskie,13,32,2020-03-28
PL83,Slaskie,13,141,2020-03-28
PL84,Swietokrzyskie,13,22,2020-03-28
PL85,Warminsko-Mazurskie,13,44,2020-03-28
PL86,Wielkopolskie,13,90,2020-03-28
PL87,Zachodniopomorskie,13,40,2020-03-28
GM,Germany,14,85778,2020-04-04
GM01,Baden-Württemberg State,14,17014,2020-04-04
GM02,Free State of Bavaria,14,21908,2020-04-04
GM03,Free Hanseatic City of Bremen,14,354,2020-04-04
GM04,Free Hanseatic City of Hamburg,14,2697,2020-04-04
GM05,Hesse State,14,4279,2020-04-04
GM06,Lower Saxony State,14,5571,2020-04-04
GM07,North Rhine-Westphalia State,14,17885,2020-04-04
GM08,Rhineland-Palatinate State,14,3504,2020-04-04
GM09,Saarland State,14,1265,2020-04-04
GM10,Schleswig-Holstein State,14,1559,2020-04-04
GM11,Brandenburg State,14,1211,2020-04-04
GM12,Mecklenburg-Western Pomerania State,14,501,2020-04-04
GM13,Free State of Saxony,14,2591,2020-04-04
GM14,Sachsen-Anhalt State,14,896,2020-04-04
GM15,Free State of Thüringia,14,1072,2020-04-04
GM16,Berlin State,14,3471,2020-04-04
PL,Poland,14,3383,2020-04-04
PL72,Dolnoslaskie,14,400,2020-04-04
PL73,Kujawsko-Pomorskie,14,199,2020-04-04
PL74,Lodzkie,14,248,2020-04-04
PL75,Lubelskie,14,158,2020-04-04
PL76,Lubuskie,14,50,2020-04-04
PL77,Malopolskie,14,262,2020-04-04
PL78,Mazowieckie,14,808,2020-04-04
PL79,Opolskie,14,90,2020-04-04
PL80,Podkarpackie,14,125,2020-04-04
PL81,Podlaskie,14,74,2020-04-04
PL82,Pomorskie,14,82,2020-04-04
PL83,Slaskie,14,431,2020-04-04
PL84,Swietokrzyskie,14,79,2020-04-04
PL85,Warminsko-Mazurskie,14,75,2020-04-04
PL86,Wielkopolskie,14,213,2020-04-04
PL87,Zachodniopomorskie,14,89,2020-04-04
GM,Germany,15,117658,2020-04-11
GM01,Baden-Württemberg State,15,23617,2020-04-11
GM02,Free State of Bavaria,15,31453,2020-04-11
GM03,Free Hanseatic City of Bremen,15,469,2020-04-11
GM04,Free Hanseatic City of Hamburg,15,3663,2020-04-11
GM05,Hesse State,15,5808,2020-04-11
GM06,Lower Saxony State,15,7343,2020-04-11
GM07,North Rhine-Westphalia State,15,23644,2020-04-11
GM08,Rhineland-Palatinate State,15,4622,2020-04-11
GM09,Saarland State,15,2016,2020-04-11
GM10,Schleswig-Holstein State,15,2065,2020-04-11
GM11,Brandenburg State,15,1764,2020-04-11
GM12,Mecklenburg-Western Pomerania State,15,601,2020-04-11
GM13,Free State of Saxony,15,3565,2020-04-11
GM14,Sachsen-Anhalt State,15,1135,2020-04-11
GM15,Free State of Thüringia,15,1435,2020-04-11
GM16,Berlin State,15,4458,2020-04-11
PL,Poland,15,5955,2020-04-11
PL72,Dolnoslaskie,15,637,2020-04-11
PL73,Kujawsko-Pomorskie,15,290,2020-04-11
PL74,Lodzkie,15,463,2020-04-11
PL75,Lubelskie,15,222,2020-04-11
PL76,Lubuskie,15,74,2020-04-11
PL77,Malopolskie,15,453,2020-04-11
PL78,Mazowieckie,15,1501,2020-04-11
PL79,Opolskie,15,130,2020-04-11
PL80,Podkarpackie,15,209,2020-04-11
PL81,Podlaskie,15,189,2020-04-11
PL82,Pomorskie,15,157,2020-04-11
PL83,Slaskie,15,729,2020-04-11
PL84,Swietokrzyskie,15,130,2020-04-11
PL85,Warminsko-Mazurskie,15,110,2020-04-11
PL86,Wielkopolskie,15,477,2020-04-11
PL87,Zachodniopomorskie,15,184,2020-04-11
GM,Germany,16,137439,2020-04-18
GM01,Baden-Württemberg State,16,27258,2020-04-18
GM02,Free State of Bavaria,16,36881,2020-04-18
GM03,Free Hanseatic City of Bremen,16,567,2020-04-18
GM04,Free Hanseatic City of Hamburg,16,4118,2020-04-18
GM05,Hesse State,16,6916,2020-04-18
GM06,Lower Saxony State,16,8649,2020-04-18
GM07,North Rhine-Westphalia State,16,28006,2020-04-18
GM08,Rhineland-Palatinate State,16,5324,2020-04-18
GM09,Saarland State,16,2289,2020-04-18
GM10,Schleswig-Holstein State,16,2387,2020-04-18
GM11,Brandenburg State,16,2161,2020-04-18
GM12,Mecklenburg-Western Pomerania State,16,645,2020-04-18
GM13,Free State of Saxony,16,4140,2020-04-18
GM14,Sachsen-Anhalt State,16,1315,2020-04-18
GM15,Free State of Thüringia,16,1717,2020-04-18
GM16,Berlin State,16,5066,2020-04-18
PL,Poland,16,8375,2020-04-18
PL72,Dolnoslaskie,16,893,2020-04-18
PL73,Kujawsko-Pomorskie,16,387,2020-04-18
PL74,Lodzkie,16,607,2020-04-18
PL75,Lubelskie,16,290,2020-04-18
PL76,Lubuskie,16,81,2020-04-18
PL77,Malopolskie,16,596,2020-04-18
PL78,Mazowieckie,16,1883,2020-04-18
PL79,Opolskie,16,254,2020-04-18
PL80,Podkarpackie,16,251,2020-04-18
PL81,Podlaskie,16,291,2020-04-18
PL82,Pomorskie,16,185,2020-04-18
PL83,Slaskie,16,1215,2020-04-18
PL84,Swietokrzyskie,16,193,2020-04-18
PL85,Warminsko-Mazurskie,16,139,2020-04-18
PL86,Wielkopolskie,16,880,2020-04-18
PL87,Zachodniopomorskie,16,230,2020-04-18
GM,Germany,17,152438,2020-04-25
GM01,Baden-Württemberg State,17,30169,2020-04-25
GM02,Free State of Bavaria,17,40547,2020-04-25
GM03,Free Hanseatic City of Bremen,17,719,2020-04-25
GM04,Free Hanseatic City of Hamburg,17,4400,2020-04-25
GM05,Hesse State,17,7837,2020-04-25
GM06,Lower Saxony State,17,9691,2020-04-25
GM07,North Rhine-Westphalia State,17,31465,2020-04-25
GM08,Rhineland-Palatinate State,17,5767,2020-04-25
GM09,Saarland State,17,2468,2020-04-25
GM10,Schleswig-Holstein State,17,2612,2020-04-25
GM11,Brandenburg State,17,2627,2020-04-25
GM12,Mecklenburg-Western Pomerania State,17,667,2020-04-25
GM13,Free State of Saxony,17,4406,2020-04-25
GM14,Sachsen-Anhalt State,17,1480,2020-04-25
GM15,Free State of Thüringia,17,2058,2020-04-25
GM16,Berlin State,17,5525,2020-04-25
PL,Poland,17,10829,2020-04-25
PL72,Dolnoslaskie,17,1235,2020-04-25
PL73,Kujawsko-Pomorskie,17,471,2020-04-25
PL74,Lodzkie,17,813,2020-04-25
PL75,Lubelskie,17,342,2020-04-25
PL76,Lubuskie,17,85,2020-04-25
PL77,Malopolskie,17,788,2020-04-25
PL78,Mazowieckie,17,2206,2020-04-25
PL79,Opolskie,17,345,2020-04-25
PL80,Podkarpackie,17,288,2020-04-25
PL81,Podlaskie,17,344,2020-04-25
PL82,Pomorskie,17,257,2020-04-25
PL83,Slaskie,17,1683,2020-04-25
PL84,Swietokrzyskie,17,254,2020-04-25
PL85,Warminsko-Mazurskie,17,146,2020-04-25
PL86,Wielkopolskie,17,1236,2020-04-25
PL87,Zachodniopomorskie,17,336,2020-04-25
GM,Germany,18,161703,2020-05-02
GM01,Baden-Württemberg State,18,32146,2020-05-02
GM02,Free State of Bavaria,18,42658,2020-05-02
GM03,Free Hanseatic City of Bremen,18,871,2020-05-02
GM04,Free Hanseatic City of Hamburg,18,4609,2020-05-02
GM05,Hesse State,18,8486,2020-05-02
GM06,Lower Saxony State,18,10246,2020-05-02
GM07,North Rhine-Westphalia State,18,33216,2020-05-02
GM08,Rhineland-Palatinate State,18,6099,2020-05-02
GM09,Saarland State,18,2597,2020-05-02
GM10,Schleswig-Holstein State,18,2728,2020-05-02
GM11,Brandenburg State,18,2886,2020-05-02
GM12,Mecklenburg-Western Pomerania State,18,695,2020-05-02
GM13,Free State of Saxony,18,4617,2020-05-02
GM14,Sachsen-Anhalt State,18,1571,2020-05-02
GM15,Free State of Thüringia,18,2335,2020-05-02
GM16,Berlin State,18,5943,2020-05-02
PL,Poland,18,13105,2020-05-02
PL72,Dolnoslaskie,18,1580,2020-05-02
PL73,Kujawsko-Pomorskie,18,550,2020-05-02
PL74,Lodzkie,18,972,2020-05-02
PL75,Lubelskie,18,365,2020-05-02
PL76,Lubuskie,18,87,2020-05-02
PL77,Malopolskie,18,913,2020-05-02
PL78,Mazowieckie,18,2452,2020-05-02
PL79,Opolskie,18,398,2020-05-02
PL80,Podkarpackie,18,337,2020-05-02
PL81,Podlaskie,18,375,2020-05-02
PL82,Pomorskie,18,434,2020-05-02
PL83,Slaskie,18,2380,2020-05-02
PL84,Swietokrzyskie,18,270,2020-05-02
PL85,Warminsko-Mazurskie,18,148,2020-05-02
PL86,Wielkopolskie,18,1443,2020-05-02
PL87,Zachodniopomorskie,18,401,2020-05-02
GM,Germany,19,168551,2020-05-09
GM01,Baden-Württemberg State,19,33105,2020-05-09
GM02,Free State of Bavaria,19,44169,2020-05-09
GM03,Free Hanseatic City of Bremen,19,1024,2020-05-09
GM04,Free Hanseatic City of Hamburg,19,4772,2020-05-09
GM05,Hesse State,19,8916,2020-05-09
GM06,Lower Saxony State,19,10803,2020-05-09
GM07,North Rhine-Westphalia State,19,34817,2020-05-09
GM08,Rhineland-Palatinate State,19,6282,2020-05-09
GM09,Saarland State,19,2660,2020-05-09
GM10,Schleswig-Holstein State,19,2898,2020-05-09
GM11,Brandenburg State,19,3098,2020-05-09
GM12,Mecklenburg-Western Pomerania State,19,722,2020-05-09
GM13,Free State of Saxony,19,4873,2020-05-09
GM14,Sachsen-Anhalt State,19,1637,2020-05-09
GM15,Free State of Thüringia,19,2533,2020-05-09
GM16,Berlin State,19,6242,2020-05-09
PL,Poland,19,15363,2020-05-09
PL72,Dolnoslaskie,19,1870,2020-05-09
PL73,Kujawsko-Pomorskie,19,571,2020-05-09
PL74,Lodzkie,19,1147,2020-05-09
PL75,Lubelskie,19,384,2020-05-09
PL76,Lubuskie,19,92,2020-05-09
PL77,Malopolskie,19,1033,2020-05-09
PL78,Mazowieckie,19,2731,2020-05-09
PL79,Opolskie,19,475,2020-05-09
PL80,Podkarpackie,19,370,2020-05-09
PL81,Podlaskie,19,383,2020-05-09
PL82,Pomorskie,19,477,2020-05-09
PL83,Slaskie,19,3242,2020-05-09
PL84,Swietokrzyskie,19,312,2020-05-09
PL85,Warminsko-Mazurskie,19,157,2020-05-09
PL86,Wielkopolskie,19,1655,2020-05-09
PL87,Zachodniopomorskie,19,464,2020-05-09
GM,Germany,20,173772,2020-05-16
GM01,Baden-Württemberg State,20,33893,2020-05-16
GM02,Free State of Bavaria,20,45340,2020-05-16
GM03,Free Hanseatic City of Bremen,20,1150,2020-05-16
GM04,Free Hanseatic City of Hamburg,20,5017,2020-05-16
GM05,Hesse State,20,9261,2020-05-16
GM06,Lower Saxony State,20,11092,2020-05-16
GM07,North Rhine-Westphalia State,20,36065,2020-05-16
GM08,Rhineland-Palatinate State,20,6449,2020-05-16
GM09,Saarland State,20,2688,2020-05-16
GM10,Schleswig-Holstein State,20,2998,2020-05-16
GM11,Brandenburg State,20,3169,2020-05-16
GM12,Mecklenburg-Western Pomerania State,20,746,2020-05-16
GM13,Free State of Saxony,20,5089,2020-05-16
GM14,Sachsen-Anhalt State,20,1676,2020-05-16
GM15,Free State of Thüringia,20,2711,2020-05-16
GM16,Berlin State,20,6428,2020-05-16
PL,Poland,20,18016,2020-05-16
PL72,Dolnoslaskie,20,2141,2020-05-16
PL73,Kujawsko-Pomorskie,20,581,2020-05-16
PL74,Lodzkie,20,1224,2020-05-16
PL75,Lubelskie,20,401,2020-05-16
PL76,Lubuskie,20,92,2020-05-16
PL77,Malopolskie,20,1117,2020-05-16
PL78,Mazowieckie,20,2930,2020-05-16
PL79,Opolskie,20,527,2020-05-16
PL80,Podkarpackie,20,373,2020-05-16
PL81,Podlaskie,20,387,2020-05-16
PL82,Pomorskie,20,493,2020-05-16
PL83,Slaskie,20,4997,2020-05-16
PL84,Swietokrzyskie,20,340,2020-05-16
PL85,Warminsko-Mazurskie,20,170,2020-05-16
PL86,Wielkopolskie,20,1752,2020-05-16
PL87,Zachodniopomorskie,20,491,2020-05-16
GM,Germany,21,177850,2020-05-23
GM01,Baden-Württemberg State,21,34345,2020-05-23
GM02,Free State of Bavaria,21,46132,2020-05-23
GM03,Free Hanseatic City of Bremen,21,1296,2020-05-23
GM04,Free Hanseatic City of Hamburg,21,5063,2020-05-23
GM05,Hesse State,21,9670,2020-05-23
GM06,Lower Saxony State,21,11521,2020-05-23
GM07,North Rhine-Westphalia State,21,37139,2020-05-23
GM08,Rhineland-Palatinate State,21,6582,2020-05-23
GM09,Saarland State,21,2709,2020-05-23
GM10,Schleswig-Holstein State,21,3062,2020-05-23
GM11,Brandenburg State,21,3213,2020-05-23
GM12,Mecklenburg-Western Pomerania State,21,763,2020-05-23
GM13,Free State of Saxony,21,5219,2020-05-23
GM14,Sachsen-Anhalt State,21,1692,2020-05-23
GM15,Free State of Thüringia,21,2830,2020-05-23
GM16,Berlin State,21,6614,2020-05-23
PL,Poland,21,20612,2020-05-23
PL72,Dolnoslaskie,21,2366,2020-05-23
PL73,Kujawsko-Pomorskie,21,589,2020-05-23
PL74,Lodzkie,21,1309,2020-05-23
PL75,Lubelskie,21,420,2020-05-23
PL76,Lubuskie,21,97,2020-05-23
PL77,Malopolskie,21,1167,2020-05-23
PL78,Mazowieckie,21,3157,2020-05-23
PL79,Opolskie,21,586,2020-05-23
PL80,Podkarpackie,21,376,2020-05-23
PL81,Podlaskie,21,411,2020-05-23
PL82,Pomorskie,21,517,2020-05-23
PL83,Slaskie,21,6621,2020-05-23
PL84,Swietokrzyskie,21,366,2020-05-23
PL85,Warminsko-Mazurskie,21,174,2020-05-23
PL86,Wielkopolskie,21,1941,2020-05-23
PL87,Zachodniopomorskie,21,515,2020-05-23
GM,Germany,22,181196,2020-05-30
GM01,Baden-Württemberg State,22,34718,2020-05-30
GM02,Free State of Bavaria,22,46854,2020-05-30
GM03,Free Hanseatic City of Bremen,22,1398,2020-05-30
GM04,Free Hanseatic City of Hamburg,22,5082,2020-05-30
GM05,Hesse State,22,10003,2020-05-30
GM06,Lower Saxony State,22,11958,2020-05-30
GM07,North Rhine-Westphalia State,22,37910,2020-05-30
GM08,Rhineland-Palatinate State,22,6695,2020-05-30
GM09,Saarland State,22,2723,2020-05-30
GM10,Schleswig-Holstein State,22,3090,2020-05-30
GM11,Brandenburg State,22,3266,2020-05-30
GM12,Mecklenburg-Western Pomerania State,22,760,2020-05-30
GM13,Free State of Saxony,22,5297,2020-05-30
GM14,Sachsen-Anhalt State,22,1701,2020-05-30
GM15,Free State of Thüringia,22,2974,2020-05-30
GM16,Berlin State,22,6767,2020-05-30
PL,Poland,22,23153,2020-05-30
PL72,Dolnoslaskie,22,2556,2020-05-30
PL73,Kujawsko-Pomorskie,22,593,2020-05-30
PL74,Lodzkie,22,1485,2020-05-30
PL75,Lubelskie,22,486,2020-05-30
PL76,Lubuskie,22,114,2020-05-30
PL77,Malopolskie,22,1198,2020-05-30
PL78,Mazowieckie,22,3494,2020-05-30
PL79,Opolskie,22,631,2020-05-30
PL80,Podkarpackie,22,383,2020-05-30
PL81,Podlaskie,22,445,2020-05-30
PL82,Pomorskie,22,552,2020-05-30
PL83,Slaskie,22,7922,2020-05-30
PL84,Swietokrzyskie,22,438,2020-05-30
PL85,Warminsko-Mazurskie,22,179,2020-05-30
PL86,Wielkopolskie,22,2146,2020-05-30
PL87,Zachodniopomorskie,22,531,2020-05-30
GM,Germany,23,183678,2020-06-06
GM01,Baden-Württemberg State,23,34898,2020-06-06
GM02,Free State of Bavaria,23,47326,2020-06-06
GM03,Free Hanseatic City of Bremen,23,1513,2020-06-06
GM04,Free Hanseatic City of Hamburg,23,5111,2020-06-06
GM05,Hesse State,23,10171,2020-06-06
GM06,Lower Saxony State,23,12399,2020-06-06
GM07,North Rhine-Westphalia State,23,38524,2020-06-06
GM08,Rhineland-Palatinate State,23,6761,2020-06-06
GM09,Saarland State,23,2740,2020-06-06
GM10,Schleswig-Holstein State,23,3107,2020-06-06
GM11,Brandenburg State,23,3294,2020-06-06
GM12,Mecklenburg-Western Pomerania State,23,766,2020-06-06
GM13,Free State of Saxony,23,5321,2020-06-06
GM14,Sachsen-Anhalt State,23,1717,2020-06-06
GM15,Free State of Thüringia,23,3066,2020-06-06
GM16,Berlin State,23,6964,2020-06-06
PL,Poland,23,25410,2020-06-06
PL72,Dolnoslaskie,23,2680,2020-06-06
PL73,Kujawsko-Pomorskie,23,601,2020-06-06
PL74,Lodzkie,23,1823,2020-06-06
PL75,Lubelskie,23,505,2020-06-06
PL76,Lubuskie,23,124,2020-06-06
PL77,Malopolskie,23,1305,2020-06-06
PL78,Mazowieckie,23,3796,2020-06-06
PL79,Opolskie,23,701,2020-06-06
PL80,Podkarpackie,23,389,2020-06-06
PL81,Podlaskie,23,493,2020-06-06
PL82,Pomorskie,23,564,2020-06-06
PL83,Slaskie,23,8966,2020-06-06
PL84,Swietokrzyskie,23,511,2020-06-06
PL85,Warminsko-Mazurskie,23,180,2020-06-06
PL86,Wielkopolskie,23,2219,2020-06-06
PL87,Zachodniopomorskie,23,553,2020-06-06
GM,Germany,24,186022,2020-06-13
GM01,Baden-Württemberg State,24,35090,2020-06-13
GM02,Free State of Bavaria,24,47612,2020-06-13
GM03,Free Hanseatic City of Bremen,24,1581,2020-06-13
GM04,Free Hanseatic City of Hamburg,24,5139,2020-06-13
GM05,Hesse State,24,10321,2020-06-13
GM06,Lower Saxony State,24,12822,2020-06-13
GM07,North Rhine-Westphalia State,24,39137,2020-06-13
GM08,Rhineland-Palatinate State,24,6838,2020-06-13
GM09,Saarland State,24,2770,2020-06-13
GM10,Schleswig-Holstein State,24,3120,2020-06-13
GM11,Brandenburg State,24,3326,2020-06-13
GM12,Mecklenburg-Western Pomerania State,24,781,2020-06-13
GM13,Free State of Saxony,24,5345,2020-06-13
GM14,Sachsen-Anhalt State,24,1734,2020-06-13
GM15,Free State of Thüringia,24,3154,2020-06-13
GM16,Berlin State,24,7252,2020-06-13
PL,Poland,24,28577,2020-06-13
PL72,Dolnoslaskie,24,2750,2020-06-13
PL73,Kujawsko-Pomorskie,24,610,2020-06-13
PL74,Lodzkie,24,2327,2020-06-13
PL75,Lubelskie,24,524,2020-06-13
PL76,Lubuskie,24,130,2020-06-13
PL77,Malopolskie,24,1474,2020-06-13
PL78,Mazowieckie,24,4240,2020-06-13
PL79,Opolskie,24,772,2020-06-13
PL80,Podkarpackie,24,423,2020-06-13
PL81,Podlaskie,24,576,2020-06-13
PL82,Pomorskie,24,581,2020-06-13
PL83,Slaskie,24,10476,2020-06-13
PL84,Swietokrzyskie,24,595,2020-06-13
PL85,Warminsko-Mazurskie,24,185,2020-06-13
PL86,Wielkopolskie,24,2345,2020-06-13
PL87,Zachodniopomorskie,24,569,2020-06-13
GM,Germany,25,189135,2020-06-20
GM01,Baden-Württemberg State,25,35272,2020-06-20
GM02,Free State of Bavaria,25,47827,2020-06-20
GM03,Free Hanseatic City of Bremen,25,1636,2020-06-20
GM04,Free Hanseatic City of Hamburg,25,5160,2020-06-20
GM05,Hesse State,25,10556,2020-06-20
GM06,Lower Saxony State,25,13136,2020-06-20
GM07,North Rhine-Westphalia State,25,40372,2020-06-20
GM08,Rhineland-Palatinate State,25,6903,2020-06-20
GM09,Saarland State,25,2776,2020-06-20
GM10,Schleswig-Holstein State,25,3133,2020-06-20
GM11,Brandenburg State,25,3383,2020-06-20
GM12,Mecklenburg-Western Pomerania State,25,791,2020-06-20
GM13,Free State of Saxony,25,5408,2020-06-20
GM14,Sachsen-Anhalt State,25,1839,2020-06-20
GM15,Free State of Thüringia,25,3210,2020-06-20
GM16,Berlin State,25,7733,2020-06-20
PL,Poland,25,31311,2020-06-20
PL72,Dolnoslaskie,25,2838,2020-06-20
PL73,Kujawsko-Pomorskie,25,644,2020-06-20
PL74,Lodzkie,25,2740,2020-06-20
PL75,Lubelskie,25,585,2020-06-20
PL76,Lubuskie,25,140,2020-06-20
PL77,Malopolskie,25,1577,2020-06-20
PL78,Mazowieckie,25,4635,2020-06-20
PL79,Opolskie,25,834,2020-06-20
PL80,Podkarpackie,25,530,2020-06-20
PL81,Podlaskie,25,673,2020-06-20
PL82,Pomorskie,25,601,2020-06-20
PL83,Slaskie,25,11586,2020-06-20
PL84,Swietokrzyskie,25,686,2020-06-20
