location,location_name,epiweek,value,target_end_date
GM02,Free State of Bavaria,1,975,2021-01-09
GM02,Free State of Bavaria,7,975,2020-02-15
GM02,Free State of Bavaria,8,975,2020-02-22
GM02,Free State of Bavaria,9,975,2020-02-29
GM02,Free State of Bavaria,10,975,2020-03-07
GM02,Free State of Bavaria,11,976,2020-03-14
GM02,Free State of Bavaria,12,994,2020-03-21
GM02,Free State of Bavaria,13,1052,2020-03-28
GM02,Free State of Bavaria,14,1324,2020-04-04
GM02,Free State of Bavaria,15,1722,2020-04-11
GM02,Free State of Bavaria,16,2173,2020-04-18
GM02,Free State of Bavaria,17,2541,2020-04-25
GM02,Free State of Bavaria,18,2860,2020-05-02
GM02,Free State of Bavaria,19,3122,2020-05-09
GM02,Free State of Bavaria,20,3248,2020-05-16
GM02,Free State of Bavaria,21,3342,2020-05-23
GM02,Free State of Bavaria,22,3425,2020-05-30
GM02,Free State of Bavaria,23,3464,2020-06-06
GM02,Free State of Bavaria,24,3515,2020-06-13
GM02,Free State of Bavaria,25,3541,2020-06-20
GM02,Free State of Bavaria,26,3566,2020-06-27
GM02,Free State of Bavaria,27,3575,2020-07-04
GM02,Free State of Bavaria,28,3587,2020-07-11
GM02,Free State of Bavaria,29,3591,2020-07-18
GM02,Free State of Bavaria,30,3594,2020-07-25
GM02,Free State of Bavaria,31,3597,2020-08-01
GM02,Free State of Bavaria,32,3601,2020-08-08
GM02,Free State of Bavaria,33,3606,2020-08-15
GM02,Free State of Bavaria,34,3608,2020-08-22
GM02,Free State of Bavaria,35,3613,2020-08-29
GM02,Free State of Bavaria,36,3616,2020-09-05
GM02,Free State of Bavaria,37,3620,2020-09-12
GM02,Free State of Bavaria,38,3623,2020-09-19
GM02,Free State of Bavaria,39,3632,2020-09-26
GM02,Free State of Bavaria,40,3647,2020-10-03
GM02,Free State of Bavaria,41,3659,2020-10-10
GM02,Free State of Bavaria,42,3689,2020-10-17
GM02,Free State of Bavaria,43,3715,2020-10-24
GM02,Free State of Bavaria,44,3779,2020-10-31
GM02,Free State of Bavaria,45,3880,2020-11-07
GM02,Free State of Bavaria,46,4083,2020-11-14
GM02,Free State of Bavaria,47,4362,2020-11-21
GM02,Free State of Bavaria,48,4734,2020-11-28
GM02,Free State of Bavaria,49,5224,2020-12-05
GM02,Free State of Bavaria,50,5787,2020-12-12
GM02,Free State of Bavaria,51,6541,2020-12-19
GM02,Free State of Bavaria,52,7125,2020-12-26
GM02,Free State of Bavaria,53,7786,2021-01-02
GM03,Free Hanseatic City of Bremen,1,18,2021-01-09
GM03,Free Hanseatic City of Bremen,9,18,2020-02-29
GM03,Free Hanseatic City of Bremen,10,18,2020-03-07
GM03,Free Hanseatic City of Bremen,11,18,2020-03-14
GM03,Free Hanseatic City of Bremen,12,18,2020-03-21
GM03,Free Hanseatic City of Bremen,13,20,2020-03-28
GM03,Free Hanseatic City of Bremen,14,24,2020-04-04
GM03,Free Hanseatic City of Bremen,15,33,2020-04-11
GM03,Free Hanseatic City of Bremen,16,42,2020-04-18
GM03,Free Hanseatic City of Bremen,17,45,2020-04-25
GM03,Free Hanseatic City of Bremen,18,48,2020-05-02
GM03,Free Hanseatic City of Bremen,19,50,2020-05-09
GM03,Free Hanseatic City of Bremen,20,55,2020-05-16
GM03,Free Hanseatic City of Bremen,21,59,2020-05-23
GM03,Free Hanseatic City of Bremen,22,60,2020-05-30
GM03,Free Hanseatic City of Bremen,23,62,2020-06-06
GM03,Free Hanseatic City of Bremen,24,63,2020-06-13
GM03,Free Hanseatic City of Bremen,25,67,2020-06-20
GM03,Free Hanseatic City of Bremen,26,68,2020-06-27
GM03,Free Hanseatic City of Bremen,27,71,2020-07-04
GM03,Free Hanseatic City of Bremen,28,73,2020-07-11
GM03,Free Hanseatic City of Bremen,29,73,2020-07-18
GM03,Free Hanseatic City of Bremen,30,73,2020-07-25
GM03,Free Hanseatic City of Bremen,31,74,2020-08-01
GM03,Free Hanseatic City of Bremen,32,74,2020-08-08
GM03,Free Hanseatic City of Bremen,33,74,2020-08-15
GM03,Free Hanseatic City of Bremen,34,74,2020-08-22
GM03,Free Hanseatic City of Bremen,35,74,2020-08-29
GM03,Free Hanseatic City of Bremen,36,76,2020-09-05
GM03,Free Hanseatic City of Bremen,37,76,2020-09-12
GM03,Free Hanseatic City of Bremen,38,77,2020-09-19
GM03,Free Hanseatic City of Bremen,39,77,2020-09-26
GM03,Free Hanseatic City of Bremen,40,77,2020-10-03
GM03,Free Hanseatic City of Bremen,41,78,2020-10-10
GM03,Free Hanseatic City of Bremen,42,80,2020-10-17
GM03,Free Hanseatic City of Bremen,43,82,2020-10-24
GM03,Free Hanseatic City of Bremen,44,90,2020-10-31
GM03,Free Hanseatic City of Bremen,45,103,2020-11-07
GM03,Free Hanseatic City of Bremen,46,112,2020-11-14
GM03,Free Hanseatic City of Bremen,47,123,2020-11-21
GM03,Free Hanseatic City of Bremen,48,134,2020-11-28
GM03,Free Hanseatic City of Bremen,49,151,2020-12-05
GM03,Free Hanseatic City of Bremen,50,168,2020-12-12
GM03,Free Hanseatic City of Bremen,51,185,2020-12-19
GM03,Free Hanseatic City of Bremen,52,196,2020-12-26
GM03,Free Hanseatic City of Bremen,53,219,2021-01-02
GM04,Free Hanseatic City of Hamburg,1,134,2021-01-09
GM04,Free Hanseatic City of Hamburg,9,134,2020-02-29
GM04,Free Hanseatic City of Hamburg,10,134,2020-03-07
GM04,Free Hanseatic City of Hamburg,11,134,2020-03-14
GM04,Free Hanseatic City of Hamburg,12,134,2020-03-21
GM04,Free Hanseatic City of Hamburg,13,136,2020-03-28
GM04,Free Hanseatic City of Hamburg,14,150,2020-04-04
GM04,Free Hanseatic City of Hamburg,15,190,2020-04-11
GM04,Free Hanseatic City of Hamburg,16,224,2020-04-18
GM04,Free Hanseatic City of Hamburg,17,273,2020-04-25
GM04,Free Hanseatic City of Hamburg,18,297,2020-05-02
GM04,Free Hanseatic City of Hamburg,19,338,2020-05-09
GM04,Free Hanseatic City of Hamburg,20,365,2020-05-16
GM04,Free Hanseatic City of Hamburg,21,374,2020-05-23
GM04,Free Hanseatic City of Hamburg,22,380,2020-05-30
GM04,Free Hanseatic City of Hamburg,23,388,2020-06-06
GM04,Free Hanseatic City of Hamburg,24,389,2020-06-13
GM04,Free Hanseatic City of Hamburg,25,393,2020-06-20
GM04,Free Hanseatic City of Hamburg,26,393,2020-06-27
GM04,Free Hanseatic City of Hamburg,27,394,2020-07-04
GM04,Free Hanseatic City of Hamburg,28,395,2020-07-11
GM04,Free Hanseatic City of Hamburg,29,395,2020-07-18
GM04,Free Hanseatic City of Hamburg,30,395,2020-07-25
GM04,Free Hanseatic City of Hamburg,31,395,2020-08-01
GM04,Free Hanseatic City of Hamburg,32,396,2020-08-08
GM04,Free Hanseatic City of Hamburg,33,398,2020-08-15
GM04,Free Hanseatic City of Hamburg,34,399,2020-08-22
GM04,Free Hanseatic City of Hamburg,35,400,2020-08-29
GM04,Free Hanseatic City of Hamburg,36,401,2020-09-05
GM04,Free Hanseatic City of Hamburg,37,401,2020-09-12
GM04,Free Hanseatic City of Hamburg,38,403,2020-09-19
GM04,Free Hanseatic City of Hamburg,39,403,2020-09-26
GM04,Free Hanseatic City of Hamburg,40,405,2020-10-03
GM04,Free Hanseatic City of Hamburg,41,411,2020-10-10
GM04,Free Hanseatic City of Hamburg,42,412,2020-10-17
GM04,Free Hanseatic City of Hamburg,43,417,2020-10-24
GM04,Free Hanseatic City of Hamburg,44,417,2020-10-31
GM04,Free Hanseatic City of Hamburg,45,432,2020-11-07
GM04,Free Hanseatic City of Hamburg,46,445,2020-11-14
GM04,Free Hanseatic City of Hamburg,47,468,2020-11-21
GM04,Free Hanseatic City of Hamburg,48,502,2020-11-28
GM04,Free Hanseatic City of Hamburg,49,541,2020-12-05
GM04,Free Hanseatic City of Hamburg,50,596,2020-12-12
GM04,Free Hanseatic City of Hamburg,51,662,2020-12-19
GM04,Free Hanseatic City of Hamburg,52,718,2020-12-26
GM04,Free Hanseatic City of Hamburg,53,792,2021-01-02
GM05,Hesse State,1,544,2021-01-09
GM05,Hesse State,9,544,2020-02-29
GM05,Hesse State,10,544,2020-03-07
GM05,Hesse State,11,544,2020-03-14
GM05,Hesse State,12,546,2020-03-21
GM05,Hesse State,13,553,2020-03-28
GM05,Hesse State,14,586,2020-04-04
GM05,Hesse State,15,664,2020-04-11
GM05,Hesse State,16,756,2020-04-18
GM05,Hesse State,17,849,2020-04-25
GM05,Hesse State,18,908,2020-05-02
GM05,Hesse State,19,952,2020-05-09
GM05,Hesse State,20,976,2020-05-16
GM05,Hesse State,21,1002,2020-05-23
GM05,Hesse State,22,1020,2020-05-30
GM05,Hesse State,23,1027,2020-06-06
GM05,Hesse State,24,1035,2020-06-13
GM05,Hesse State,25,1044,2020-06-20
GM05,Hesse State,26,1050,2020-06-27
GM05,Hesse State,27,1055,2020-07-04
GM05,Hesse State,28,1058,2020-07-11
GM05,Hesse State,29,1058,2020-07-18
GM05,Hesse State,30,1062,2020-07-25
GM05,Hesse State,31,1064,2020-08-01
GM05,Hesse State,32,1068,2020-08-08
GM05,Hesse State,33,1070,2020-08-15
GM05,Hesse State,34,1072,2020-08-22
GM05,Hesse State,35,1074,2020-08-29
GM05,Hesse State,36,1079,2020-09-05
GM05,Hesse State,37,1082,2020-09-12
GM05,Hesse State,38,1087,2020-09-19
GM05,Hesse State,39,1093,2020-09-26
GM05,Hesse State,40,1096,2020-10-03
GM05,Hesse State,41,1103,2020-10-10
GM05,Hesse State,42,1116,2020-10-17
GM05,Hesse State,43,1151,2020-10-24
GM05,Hesse State,44,1190,2020-10-31
GM05,Hesse State,45,1285,2020-11-07
GM05,Hesse State,46,1398,2020-11-14
GM05,Hesse State,47,1554,2020-11-21
GM05,Hesse State,48,1776,2020-11-28
GM05,Hesse State,49,1985,2020-12-05
GM05,Hesse State,50,2260,2020-12-12
GM05,Hesse State,51,2629,2020-12-19
GM05,Hesse State,52,2967,2020-12-26
GM05,Hesse State,53,3461,2021-01-02
GM06,Lower Saxony State,1,297,2021-01-09
GM06,Lower Saxony State,9,297,2020-02-29
GM06,Lower Saxony State,10,297,2020-03-07
GM06,Lower Saxony State,11,297,2020-03-14
GM06,Lower Saxony State,12,297,2020-03-21
GM06,Lower Saxony State,13,309,2020-03-28
GM06,Lower Saxony State,14,382,2020-04-04
GM06,Lower Saxony State,15,468,2020-04-11
GM06,Lower Saxony State,16,578,2020-04-18
GM06,Lower Saxony State,17,674,2020-04-25
GM06,Lower Saxony State,18,748,2020-05-02
GM06,Lower Saxony State,19,793,2020-05-09
GM06,Lower Saxony State,20,832,2020-05-16
GM06,Lower Saxony State,21,868,2020-05-23
GM06,Lower Saxony State,22,890,2020-05-30
GM06,Lower Saxony State,23,902,2020-06-06
GM06,Lower Saxony State,24,910,2020-06-13
GM06,Lower Saxony State,25,915,2020-06-20
GM06,Lower Saxony State,26,924,2020-06-27
GM06,Lower Saxony State,27,932,2020-07-04
GM06,Lower Saxony State,28,938,2020-07-11
GM06,Lower Saxony State,29,941,2020-07-18
GM06,Lower Saxony State,30,945,2020-07-25
GM06,Lower Saxony State,31,949,2020-08-01
GM06,Lower Saxony State,32,951,2020-08-08
GM06,Lower Saxony State,33,953,2020-08-15
GM06,Lower Saxony State,34,956,2020-08-22
GM06,Lower Saxony State,35,957,2020-08-29
GM06,Lower Saxony State,36,962,2020-09-05
GM06,Lower Saxony State,37,964,2020-09-12
GM06,Lower Saxony State,38,966,2020-09-19
GM06,Lower Saxony State,39,980,2020-09-26
GM06,Lower Saxony State,40,987,2020-10-03
GM06,Lower Saxony State,41,994,2020-10-10
GM06,Lower Saxony State,42,1007,2020-10-17
GM06,Lower Saxony State,43,1025,2020-10-24
GM06,Lower Saxony State,44,1045,2020-10-31
GM06,Lower Saxony State,45,1108,2020-11-07
GM06,Lower Saxony State,46,1194,2020-11-14
GM06,Lower Saxony State,47,1282,2020-11-21
GM06,Lower Saxony State,48,1437,2020-11-28
GM06,Lower Saxony State,49,1553,2020-12-05
GM06,Lower Saxony State,50,1700,2020-12-12
GM06,Lower Saxony State,51,1902,2020-12-19
GM06,Lower Saxony State,52,2071,2020-12-26
GM06,Lower Saxony State,53,2313,2021-01-02
GM07,North Rhine-Westphalia State,1,1165,2021-01-09
GM07,North Rhine-Westphalia State,9,1165,2020-02-29
GM07,North Rhine-Westphalia State,10,1165,2020-03-07
GM07,North Rhine-Westphalia State,11,1170,2020-03-14
GM07,North Rhine-Westphalia State,12,1171,2020-03-21
GM07,North Rhine-Westphalia State,13,1245,2020-03-28
GM07,North Rhine-Westphalia State,14,1365,2020-04-04
GM07,North Rhine-Westphalia State,15,1637,2020-04-11
GM07,North Rhine-Westphalia State,16,1956,2020-04-18
GM07,North Rhine-Westphalia State,17,2249,2020-04-25
GM07,North Rhine-Westphalia State,18,2433,2020-05-02
GM07,North Rhine-Westphalia State,19,2589,2020-05-09
GM07,North Rhine-Westphalia State,20,2665,2020-05-16
GM07,North Rhine-Westphalia State,21,2720,2020-05-23
GM07,North Rhine-Westphalia State,22,2760,2020-05-30
GM07,North Rhine-Westphalia State,23,2787,2020-06-06
GM07,North Rhine-Westphalia State,24,2808,2020-06-13
GM07,North Rhine-Westphalia State,25,2828,2020-06-20
GM07,North Rhine-Westphalia State,26,2839,2020-06-27
GM07,North Rhine-Westphalia State,27,2853,2020-07-04
GM07,North Rhine-Westphalia State,28,2869,2020-07-11
GM07,North Rhine-Westphalia State,29,2877,2020-07-18
GM07,North Rhine-Westphalia State,30,2893,2020-07-25
GM07,North Rhine-Westphalia State,31,2904,2020-08-01
GM07,North Rhine-Westphalia State,32,2924,2020-08-08
GM07,North Rhine-Westphalia State,33,2942,2020-08-15
GM07,North Rhine-Westphalia State,34,2962,2020-08-22
GM07,North Rhine-Westphalia State,35,2974,2020-08-29
GM07,North Rhine-Westphalia State,36,2988,2020-09-05
GM07,North Rhine-Westphalia State,37,2993,2020-09-12
GM07,North Rhine-Westphalia State,38,3009,2020-09-19
GM07,North Rhine-Westphalia State,39,3028,2020-09-26
GM07,North Rhine-Westphalia State,40,3047,2020-10-03
GM07,North Rhine-Westphalia State,41,3070,2020-10-10
GM07,North Rhine-Westphalia State,42,3108,2020-10-17
GM07,North Rhine-Westphalia State,43,3173,2020-10-24
GM07,North Rhine-Westphalia State,44,3320,2020-10-31
GM07,North Rhine-Westphalia State,45,3499,2020-11-07
GM07,North Rhine-Westphalia State,46,3781,2020-11-14
GM07,North Rhine-Westphalia State,47,4108,2020-11-21
GM07,North Rhine-Westphalia State,48,4545,2020-11-28
GM07,North Rhine-Westphalia State,49,5057,2020-12-05
GM07,North Rhine-Westphalia State,50,5587,2020-12-12
GM07,North Rhine-Westphalia State,51,6342,2020-12-19
GM07,North Rhine-Westphalia State,52,7053,2020-12-26
GM07,North Rhine-Westphalia State,53,7866,2021-01-02
GM08,Rhineland-Palatinate State,1,281,2021-01-09
GM08,Rhineland-Palatinate State,9,281,2020-02-29
GM08,Rhineland-Palatinate State,10,281,2020-03-07
GM08,Rhineland-Palatinate State,11,281,2020-03-14
GM08,Rhineland-Palatinate State,12,282,2020-03-21
GM08,Rhineland-Palatinate State,13,292,2020-03-28
GM08,Rhineland-Palatinate State,14,310,2020-04-04
GM08,Rhineland-Palatinate State,15,340,2020-04-11
GM08,Rhineland-Palatinate State,16,380,2020-04-18
GM08,Rhineland-Palatinate State,17,419,2020-04-25
GM08,Rhineland-Palatinate State,18,454,2020-05-02
GM08,Rhineland-Palatinate State,19,476,2020-05-09
GM08,Rhineland-Palatinate State,20,497,2020-05-16
GM08,Rhineland-Palatinate State,21,507,2020-05-23
GM08,Rhineland-Palatinate State,22,511,2020-05-30
GM08,Rhineland-Palatinate State,23,511,2020-06-06
GM08,Rhineland-Palatinate State,24,512,2020-06-13
GM08,Rhineland-Palatinate State,25,515,2020-06-20
GM08,Rhineland-Palatinate State,26,516,2020-06-27
GM08,Rhineland-Palatinate State,27,516,2020-07-04
GM08,Rhineland-Palatinate State,28,517,2020-07-11
GM08,Rhineland-Palatinate State,29,519,2020-07-18
GM08,Rhineland-Palatinate State,30,519,2020-07-25
GM08,Rhineland-Palatinate State,31,520,2020-08-01
GM08,Rhineland-Palatinate State,32,520,2020-08-08
GM08,Rhineland-Palatinate State,33,523,2020-08-15
GM08,Rhineland-Palatinate State,34,523,2020-08-22
GM08,Rhineland-Palatinate State,35,524,2020-08-29
GM08,Rhineland-Palatinate State,36,524,2020-09-05
GM08,Rhineland-Palatinate State,37,527,2020-09-12
GM08,Rhineland-Palatinate State,38,528,2020-09-19
GM08,Rhineland-Palatinate State,39,532,2020-09-26
GM08,Rhineland-Palatinate State,40,537,2020-10-03
GM08,Rhineland-Palatinate State,41,537,2020-10-10
GM08,Rhineland-Palatinate State,42,544,2020-10-17
GM08,Rhineland-Palatinate State,43,549,2020-10-24
GM08,Rhineland-Palatinate State,44,566,2020-10-31
GM08,Rhineland-Palatinate State,45,597,2020-11-07
GM08,Rhineland-Palatinate State,46,637,2020-11-14
GM08,Rhineland-Palatinate State,47,692,2020-11-21
GM08,Rhineland-Palatinate State,48,789,2020-11-28
GM08,Rhineland-Palatinate State,49,925,2020-12-05
GM08,Rhineland-Palatinate State,50,1118,2020-12-12
GM08,Rhineland-Palatinate State,51,1322,2020-12-19
GM08,Rhineland-Palatinate State,52,1510,2020-12-26
GM08,Rhineland-Palatinate State,53,1740,2021-01-02
GM09,Saarland State,1,89,2021-01-09
GM09,Saarland State,9,89,2020-02-29
GM09,Saarland State,10,89,2020-03-07
GM09,Saarland State,11,89,2020-03-14
GM09,Saarland State,12,89,2020-03-21
GM09,Saarland State,13,91,2020-03-28
GM09,Saarland State,14,103,2020-04-04
GM09,Saarland State,15,130,2020-04-11
GM09,Saarland State,16,175,2020-04-18
GM09,Saarland State,17,196,2020-04-25
GM09,Saarland State,18,224,2020-05-02
GM09,Saarland State,19,231,2020-05-09
GM09,Saarland State,20,238,2020-05-16
GM09,Saarland State,21,246,2020-05-23
GM09,Saarland State,22,252,2020-05-30
GM09,Saarland State,23,255,2020-06-06
GM09,Saarland State,24,257,2020-06-13
GM09,Saarland State,25,257,2020-06-20
GM09,Saarland State,26,261,2020-06-27
GM09,Saarland State,27,263,2020-07-04
GM09,Saarland State,28,263,2020-07-11
GM09,Saarland State,29,263,2020-07-18
GM09,Saarland State,30,263,2020-07-25
GM09,Saarland State,31,263,2020-08-01
GM09,Saarland State,32,263,2020-08-08
GM09,Saarland State,33,263,2020-08-15
GM09,Saarland State,34,263,2020-08-22
GM09,Saarland State,35,263,2020-08-29
GM09,Saarland State,36,263,2020-09-05
GM09,Saarland State,37,264,2020-09-12
GM09,Saarland State,38,265,2020-09-19
GM09,Saarland State,39,265,2020-09-26
GM09,Saarland State,40,266,2020-10-03
GM09,Saarland State,41,266,2020-10-10
GM09,Saarland State,42,266,2020-10-17
GM09,Saarland State,43,267,2020-10-24
GM09,Saarland State,44,277,2020-10-31
GM09,Saarland State,45,288,2020-11-07
GM09,Saarland State,46,300,2020-11-14
GM09,Saarland State,47,323,2020-11-21
GM09,Saarland State,48,339,2020-11-28
GM09,Saarland State,49,357,2020-12-05
GM09,Saarland State,50,385,2020-12-12
GM09,Saarland State,51,438,2020-12-19
GM09,Saarland State,52,495,2020-12-26
GM09,Saarland State,53,529,2021-01-02
GM10,Schleswig-Holstein State,1,98,2021-01-09
GM10,Schleswig-Holstein State,9,98,2020-02-29
GM10,Schleswig-Holstein State,10,98,2020-03-07
GM10,Schleswig-Holstein State,11,98,2020-03-14
GM10,Schleswig-Holstein State,12,99,2020-03-21
GM10,Schleswig-Holstein State,13,102,2020-03-28
GM10,Schleswig-Holstein State,14,115,2020-04-04
GM10,Schleswig-Holstein State,15,137,2020-04-11
GM10,Schleswig-Holstein State,16,159,2020-04-18
GM10,Schleswig-Holstein State,17,193,2020-04-25
GM10,Schleswig-Holstein State,18,210,2020-05-02
GM10,Schleswig-Holstein State,19,220,2020-05-09
GM10,Schleswig-Holstein State,20,224,2020-05-16
GM10,Schleswig-Holstein State,21,234,2020-05-23
GM10,Schleswig-Holstein State,22,243,2020-05-30
GM10,Schleswig-Holstein State,23,245,2020-06-06
GM10,Schleswig-Holstein State,24,248,2020-06-13
GM10,Schleswig-Holstein State,25,250,2020-06-20
GM10,Schleswig-Holstein State,26,250,2020-06-27
GM10,Schleswig-Holstein State,27,250,2020-07-04
GM10,Schleswig-Holstein State,28,252,2020-07-11
GM10,Schleswig-Holstein State,29,252,2020-07-18
GM10,Schleswig-Holstein State,30,253,2020-07-25
GM10,Schleswig-Holstein State,31,254,2020-08-01
GM10,Schleswig-Holstein State,32,256,2020-08-08
GM10,Schleswig-Holstein State,33,256,2020-08-15
GM10,Schleswig-Holstein State,34,258,2020-08-22
GM10,Schleswig-Holstein State,35,258,2020-08-29
GM10,Schleswig-Holstein State,36,259,2020-09-05
GM10,Schleswig-Holstein State,37,259,2020-09-12
GM10,Schleswig-Holstein State,38,259,2020-09-19
GM10,Schleswig-Holstein State,39,259,2020-09-26
GM10,Schleswig-Holstein State,40,260,2020-10-03
GM10,Schleswig-Holstein State,41,260,2020-10-10
GM10,Schleswig-Holstein State,42,261,2020-10-17
GM10,Schleswig-Holstein State,43,262,2020-10-24
GM10,Schleswig-Holstein State,44,273,2020-10-31
GM10,Schleswig-Holstein State,45,298,2020-11-07
GM10,Schleswig-Holstein State,46,316,2020-11-14
GM10,Schleswig-Holstein State,47,331,2020-11-21
GM10,Schleswig-Holstein State,48,347,2020-11-28
GM10,Schleswig-Holstein State,49,362,2020-12-05
GM10,Schleswig-Holstein State,50,388,2020-12-12
GM10,Schleswig-Holstein State,51,420,2020-12-19
GM10,Schleswig-Holstein State,52,457,2020-12-26
GM10,Schleswig-Holstein State,53,534,2021-01-02
GM11,Brandenburg State,1,299,2021-01-09
GM11,Brandenburg State,9,299,2020-02-29
GM11,Brandenburg State,10,299,2020-03-07
GM11,Brandenburg State,11,299,2020-03-14
GM11,Brandenburg State,12,299,2020-03-21
GM11,Brandenburg State,13,300,2020-03-28
GM11,Brandenburg State,14,311,2020-04-04
GM11,Brandenburg State,15,336,2020-04-11
GM11,Brandenburg State,16,361,2020-04-18
GM11,Brandenburg State,17,396,2020-04-25
GM11,Brandenburg State,18,421,2020-05-02
GM11,Brandenburg State,19,432,2020-05-09
GM11,Brandenburg State,20,448,2020-05-16
GM11,Brandenburg State,21,453,2020-05-23
GM11,Brandenburg State,22,454,2020-05-30
GM11,Brandenburg State,23,457,2020-06-06
GM11,Brandenburg State,24,462,2020-06-13
GM11,Brandenburg State,25,462,2020-06-20
GM11,Brandenburg State,26,464,2020-06-27
GM11,Brandenburg State,27,466,2020-07-04
GM11,Brandenburg State,28,467,2020-07-11
GM11,Brandenburg State,29,466,2020-07-18
GM11,Brandenburg State,30,467,2020-07-25
GM11,Brandenburg State,31,467,2020-08-01
GM11,Brandenburg State,32,468,2020-08-08
GM11,Brandenburg State,33,468,2020-08-15
GM11,Brandenburg State,34,468,2020-08-22
GM11,Brandenburg State,35,468,2020-08-29
GM11,Brandenburg State,36,468,2020-09-05
GM11,Brandenburg State,37,468,2020-09-12
GM11,Brandenburg State,38,468,2020-09-19
GM11,Brandenburg State,39,468,2020-09-26
GM11,Brandenburg State,40,468,2020-10-03
GM11,Brandenburg State,41,468,2020-10-10
GM11,Brandenburg State,42,471,2020-10-17
