location,location_name,inc,type,forecast_date,forecast_time,forecast_week,expert,median,shape_log_normal,horizon,target_end_date,zero_baseline,quantile,value,target,forecaster_id,board_name
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,1e+05,0.24,3,2020-11-07T00:00:00Z,FALSE,0.15,77977.9560895078,3 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,1e+05,0.24,3,2020-11-07T00:00:00Z,FALSE,0.2,81710.3837546924,3 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,1e+05,0.24,3,2020-11-07T00:00:00Z,FALSE,0.25,85054.5355907175,3 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,1e+05,0.24,3,2020-11-07T00:00:00Z,FALSE,0.3,88174.1699964113,3 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,1e+05,0.24,3,2020-11-07T00:00:00Z,FALSE,0.35,91167.0259421118,3 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,1e+05,0.24,3,2020-11-07T00:00:00Z,FALSE,0.4,94100.8313436884,3 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,1e+05,0.24,3,2020-11-07T00:00:00Z,FALSE,0.45,97029.1513507719,3 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,1e+05,0.24,3,2020-11-07T00:00:00Z,FALSE,0.5,1e+05,3 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,1e+05,0.24,3,2020-11-07T00:00:00Z,FALSE,0.55,103061.810402204,3 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,1e+05,0.24,3,2020-11-07T00:00:00Z,FALSE,0.6,106268.986758221,3 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,1e+05,0.24,3,2020-11-07T00:00:00Z,FALSE,0.65,109688.781625384,3 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,1e+05,0.24,3,2020-11-07T00:00:00Z,FALSE,0.7,113411.898296372,3 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,1e+05,0.24,3,2020-11-07T00:00:00Z,FALSE,0.75,117571.625434768,3 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,1e+05,0.24,3,2020-11-07T00:00:00Z,FALSE,0.8,122383.46634158,3 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,1e+05,0.24,3,2020-11-07T00:00:00Z,FALSE,0.85,128241.371042368,3 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,1e+05,0.24,3,2020-11-07T00:00:00Z,FALSE,0.9,136011.92445639,3 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,1e+05,0.24,3,2020-11-07T00:00:00Z,FALSE,0.95,148403.520939086,3 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,1e+05,0.24,3,2020-11-07T00:00:00Z,FALSE,0.975,160062.048355156,3 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,1e+05,0.24,3,2020-11-07T00:00:00Z,FALSE,0.99,174773.993886113,3 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,150000,0.25,4,2020-11-14T00:00:00Z,FALSE,0.01,83851.5795238929,4 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,150000,0.25,4,2020-11-14T00:00:00Z,FALSE,0.025,91894.7865321884,4 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,150000,0.25,4,2020-11-14T00:00:00Z,FALSE,0.05,99426.8191227526,4 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,150000,0.25,4,2020-11-14T00:00:00Z,FALSE,0.1,108880.113710727,4 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,150000,0.25,4,2020-11-14T00:00:00Z,FALSE,0.15,115760.910386475,4 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,150000,0.25,4,2020-11-14T00:00:00Z,FALSE,0.2,121538.36639133,4 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,150000,0.25,4,2020-11-14T00:00:00Z,FALSE,0.25,126724.172765829,4 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,150000,0.25,4,2020-11-14T00:00:00Z,FALSE,0.3,131569.491685747,4 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,150000,0.25,4,2020-11-14T00:00:00Z,FALSE,0.35,136224.624976524,4 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,150000,0.25,4,2020-11-14T00:00:00Z,FALSE,0.4,140794.097025785,4 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,150000,0.25,4,2020-11-14T00:00:00Z,FALSE,0.45,145360.949682801,4 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,150000,0.25,4,2020-11-14T00:00:00Z,FALSE,0.5,150000,4 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,150000,0.25,4,2020-11-14T00:00:00Z,FALSE,0.55,154787.100999947,4 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,150000,0.25,4,2020-11-14T00:00:00Z,FALSE,0.6,159807.836232505,4 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,150000,0.25,4,2020-11-14T00:00:00Z,FALSE,0.65,165168.375423147,4 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,150000,0.25,4,2020-11-14T00:00:00Z,FALSE,0.7,171012.289488365,4 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,150000,0.25,4,2020-11-14T00:00:00Z,FALSE,0.75,177550.971601743,4 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,150000,0.25,4,2020-11-14T00:00:00Z,FALSE,0.8,185126.727206076,4 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,150000,0.25,4,2020-11-14T00:00:00Z,FALSE,0.85,194366.128642927,4 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,150000,0.25,4,2020-11-14T00:00:00Z,FALSE,0.9,206649.306592185,4 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,150000,0.25,4,2020-11-14T00:00:00Z,FALSE,0.95,226297.091655134,4 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,150000,0.25,4,2020-11-14T00:00:00Z,FALSE,0.975,244845.228430003,4 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:39:26.733600Z,43,TRUE,150000,0.25,4,2020-11-14T00:00:00Z,FALSE,0.99,268331.260159372,4 wk ahead inc case,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,170,0.36,1,2020-10-24T00:00:00Z,FALSE,0.01,73.5755818537091,1 wk ahead inc death,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,170,0.36,1,2020-10-24T00:00:00Z,FALSE,0.025,83.9491621069795,1 wk ahead inc death,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,170,0.36,1,2020-10-24T00:00:00Z,FALSE,0.05,94.0335027822947,1 wk ahead inc death,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,170,0.36,1,2020-10-24T00:00:00Z,FALSE,0.1,107.172520103169,1 wk ahead inc death,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,170,0.36,1,2020-10-24T00:00:00Z,FALSE,0.15,117.059507526037,1 wk ahead inc death,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,170,0.36,1,2020-10-24T00:00:00Z,FALSE,0.2,125.563900078507,1 wk ahead inc death,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,170,0.36,1,2020-10-24T00:00:00Z,FALSE,0.25,133.350650263078,1 wk ahead inc death,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,170,0.36,1,2020-10-24T00:00:00Z,FALSE,0.3,140.754079761998,1 wk ahead inc death,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,170,0.36,1,2020-10-24T00:00:00Z,FALSE,0.35,147.980878951445,1 wk ahead inc death,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,170,0.36,1,2020-10-24T00:00:00Z,FALSE,0.4,155.181202099632,1 wk ahead inc death,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,170,0.36,1,2020-10-24T00:00:00Z,FALSE,0.45,162.480883066626,1 wk ahead inc death,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,170,0.36,1,2020-10-24T00:00:00Z,FALSE,0.5,170,1 wk ahead inc death,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,170,0.36,1,2020-10-24T00:00:00Z,FALSE,0.55,177.867078603637,1 wk ahead inc death,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,170,0.36,1,2020-10-24T00:00:00Z,FALSE,0.6,186.233896947423,1 wk ahead inc death,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,170,0.36,1,2020-10-24T00:00:00Z,FALSE,0.65,195.295501721426,1 wk ahead inc death,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,170,0.36,1,2020-10-24T00:00:00Z,FALSE,0.7,205.322645346176,1 wk ahead inc death,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,170,0.36,1,2020-10-24T00:00:00Z,FALSE,0.75,216.721852821754,1 wk ahead inc death,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,170,0.36,1,2020-10-24T00:00:00Z,FALSE,0.8,230.16169441958,1 wk ahead inc death,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,170,0.36,1,2020-10-24T00:00:00Z,FALSE,0.85,246.882979527076,1 wk ahead inc death,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,170,0.36,1,2020-10-24T00:00:00Z,FALSE,0.9,269.65867717004,1 wk ahead inc death,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,170,0.36,1,2020-10-24T00:00:00Z,FALSE,0.95,307.337269642172,1 wk ahead inc death,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,170,0.36,1,2020-10-24T00:00:00Z,FALSE,0.975,344.255967238502,1 wk ahead inc death,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,170,0.36,1,2020-10-24T00:00:00Z,FALSE,0.99,392.793359860369,1 wk ahead inc death,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,226,0.36,2,2020-10-31T00:00:00Z,FALSE,0.01,97.8122441114015,2 wk ahead inc death,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,226,0.36,2,2020-10-31T00:00:00Z,FALSE,0.025,111.60300374222,2 wk ahead inc death,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,226,0.36,2,2020-10-31T00:00:00Z,FALSE,0.05,125.009244875286,2 wk ahead inc death,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,226,0.36,2,2020-10-31T00:00:00Z,FALSE,0.1,142.47640907833,2 wk ahead inc death,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,226,0.36,2,2020-10-31T00:00:00Z,FALSE,0.15,155.62028647579,2 wk ahead inc death,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,226,0.36,2,2020-10-31T00:00:00Z,FALSE,0.2,166.926125986721,2 wk ahead inc death,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,226,0.36,2,2020-10-31T00:00:00Z,FALSE,0.25,177.277923290915,2 wk ahead inc death,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,226,0.36,2,2020-10-31T00:00:00Z,FALSE,0.3,187.12012956595,2 wk ahead inc death,215393,seb
GM,Germany,incident,quantile,2020-10-18T00:00:00Z,2020-10-18T21:40:48.569408Z,43,TRUE,226,0.36,2,2020-10-31T00:00:00Z,FALSE,0.35,196.727521429568,2 wk ahead inc death,215393,seb
