location,location_name,type,quantile,value,target_end_date,forecast_date,target,board_name
PL,Poland,quantile,0.4,705659,2020-11-07,2020-10-12,4 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.45,748104,2020-11-07,2020-10-12,4 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.5,802421,2020-11-07,2020-10-12,4 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.55,851772,2020-11-07,2020-10-12,4 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.6,914807,2020-11-07,2020-10-12,4 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.65,975013,2020-11-07,2020-10-12,4 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.7,1042316,2020-11-07,2020-10-12,4 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.75,1104229,2020-11-07,2020-10-12,4 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.8,1182873,2020-11-07,2020-10-12,4 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.85,1270472,2020-11-07,2020-10-12,4 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.9,1371493,2020-11-07,2020-10-12,4 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.95,1485235,2020-11-07,2020-10-12,4 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.975,1543170,2020-11-07,2020-10-12,4 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.99,1586023,2020-11-07,2020-10-12,4 wk ahead cum case,EpiNow2
PL,Poland,point,,802421,2020-11-07,2020-10-12,4 wk ahead cum case,EpiNow2
PL,Poland,quantile,0.01,480,2020-10-17,2020-10-12,1 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.025,483,2020-10-17,2020-10-12,1 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.05,489,2020-10-17,2020-10-12,1 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.1,498,2020-10-17,2020-10-12,1 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.15,510,2020-10-17,2020-10-12,1 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.2,520,2020-10-17,2020-10-12,1 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.25,531,2020-10-17,2020-10-12,1 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.3,543,2020-10-17,2020-10-12,1 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.35,552,2020-10-17,2020-10-12,1 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.4,564,2020-10-17,2020-10-12,1 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.45,574,2020-10-17,2020-10-12,1 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.5,586,2020-10-17,2020-10-12,1 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.55,593,2020-10-17,2020-10-12,1 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.6,602,2020-10-17,2020-10-12,1 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.65,615,2020-10-17,2020-10-12,1 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.7,627,2020-10-17,2020-10-12,1 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.75,639,2020-10-17,2020-10-12,1 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.8,652,2020-10-17,2020-10-12,1 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.85,665,2020-10-17,2020-10-12,1 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.9,679,2020-10-17,2020-10-12,1 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.95,693,2020-10-17,2020-10-12,1 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.975,700,2020-10-17,2020-10-12,1 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.99,706,2020-10-17,2020-10-12,1 wk ahead inc death,EpiNow2
PL,Poland,point,,586,2020-10-17,2020-10-12,1 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.01,751,2020-10-24,2020-10-12,2 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.025,760,2020-10-24,2020-10-12,2 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.05,775,2020-10-24,2020-10-12,2 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.1,802,2020-10-24,2020-10-12,2 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.15,830,2020-10-24,2020-10-12,2 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.2,860,2020-10-24,2020-10-12,2 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.25,889,2020-10-24,2020-10-12,2 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.3,915,2020-10-24,2020-10-12,2 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.35,947,2020-10-24,2020-10-12,2 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.4,979,2020-10-24,2020-10-12,2 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.45,1016,2020-10-24,2020-10-12,2 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.5,1048,2020-10-24,2020-10-12,2 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.55,1088,2020-10-24,2020-10-12,2 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.6,1123,2020-10-24,2020-10-12,2 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.65,1161,2020-10-24,2020-10-12,2 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.7,1198,2020-10-24,2020-10-12,2 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.75,1243,2020-10-24,2020-10-12,2 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.8,1293,2020-10-24,2020-10-12,2 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.85,1353,2020-10-24,2020-10-12,2 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.9,1410,2020-10-24,2020-10-12,2 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.95,1476,2020-10-24,2020-10-12,2 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.975,1511,2020-10-24,2020-10-12,2 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.99,1532,2020-10-24,2020-10-12,2 wk ahead inc death,EpiNow2
PL,Poland,point,,1048,2020-10-24,2020-10-12,2 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.01,1126,2020-10-31,2020-10-12,3 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.025,1143,2020-10-31,2020-10-12,3 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.05,1172,2020-10-31,2020-10-12,3 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.1,1237,2020-10-31,2020-10-12,3 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.15,1294,2020-10-31,2020-10-12,3 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.2,1382,2020-10-31,2020-10-12,3 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.25,1453,2020-10-31,2020-10-12,3 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.3,1535,2020-10-31,2020-10-12,3 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.35,1613,2020-10-31,2020-10-12,3 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.4,1707,2020-10-31,2020-10-12,3 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.45,1808,2020-10-31,2020-10-12,3 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.5,1914,2020-10-31,2020-10-12,3 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.55,2029,2020-10-31,2020-10-12,3 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.6,2144,2020-10-31,2020-10-12,3 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.65,2264,2020-10-31,2020-10-12,3 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.7,2375,2020-10-31,2020-10-12,3 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.75,2509,2020-10-31,2020-10-12,3 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.8,2695,2020-10-31,2020-10-12,3 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.85,2892,2020-10-31,2020-10-12,3 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.9,3101,2020-10-31,2020-10-12,3 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.95,3304,2020-10-31,2020-10-12,3 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.975,3413,2020-10-31,2020-10-12,3 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.99,3498,2020-10-31,2020-10-12,3 wk ahead inc death,EpiNow2
PL,Poland,point,,1914,2020-10-31,2020-10-12,3 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.01,1658,2020-11-07,2020-10-12,4 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.025,1715,2020-11-07,2020-10-12,4 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.05,1777,2020-11-07,2020-10-12,4 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.1,1930,2020-11-07,2020-10-12,4 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.15,2071,2020-11-07,2020-10-12,4 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.2,2260,2020-11-07,2020-10-12,4 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.25,2408,2020-11-07,2020-10-12,4 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.3,2583,2020-11-07,2020-10-12,4 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.35,2762,2020-11-07,2020-10-12,4 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.4,2974,2020-11-07,2020-10-12,4 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.45,3224,2020-11-07,2020-10-12,4 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.5,3465,2020-11-07,2020-10-12,4 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.55,3772,2020-11-07,2020-10-12,4 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.6,4021,2020-11-07,2020-10-12,4 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.65,4367,2020-11-07,2020-10-12,4 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.7,4754,2020-11-07,2020-10-12,4 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.75,5164,2020-11-07,2020-10-12,4 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.8,5645,2020-11-07,2020-10-12,4 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.85,6058.00000000001,2020-11-07,2020-10-12,4 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.9,6715,2020-11-07,2020-10-12,4 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.95,7421,2020-11-07,2020-10-12,4 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.975,7843,2020-11-07,2020-10-12,4 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.99,8016,2020-11-07,2020-10-12,4 wk ahead inc death,EpiNow2
PL,Poland,point,,3465,2020-11-07,2020-10-12,4 wk ahead inc death,EpiNow2
PL,Poland,quantile,0.01,3399,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.025,3402,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.05,3408,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.1,3417,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.15,3429,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.2,3439,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.25,3450,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.3,3462,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.35,3471,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.4,3483,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.45,3493,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.5,3505,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.55,3512,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.6,3521,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.65,3534,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.7,3546,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.75,3558,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.8,3571,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.85,3584,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.9,3598,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.95,3612,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.975,3619,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.99,3625,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
PL,Poland,point,,3505,2020-10-17,2020-10-12,1 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.01,4150,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.025,4162,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.05,4183,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.1,4219,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.15,4259,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.2,4299,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.25,4339,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.3,4377,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.35,4418,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.4,4462,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.45,4509,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.5,4553,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.55,4600,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.6,4644,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.65,4695,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.7,4744,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.75,4801,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.8,4864,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.85,4937,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.9,5008,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.95,5088,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.975,5130,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.99,5157,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
PL,Poland,point,,4553,2020-10-24,2020-10-12,2 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.01,5276,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.025,5305,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.05,5355,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.1,5456,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.15,5553,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.2,5681,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.25,5792,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.3,5912,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.35,6031,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.4,6169,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.45,6317,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.5,6467,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.55,6629,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.6,6788,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.65,6959,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.7,7119,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.75,7310,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.8,7559,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.85,7829,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.9,8109,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.95,8392,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.975,8543,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.99,8655,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
PL,Poland,point,,6467,2020-10-31,2020-10-12,3 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.01,6934,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.025,7020,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.05,7132,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.1,7386,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.15,7624,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.2,7941,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.25,8200,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.3,8495,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.35,8793,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.4,9143,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.45,9541,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.5,9932,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.55,10401,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.6,10809,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.65,11326,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.7,11873,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.75,12474,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.8,13204,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.85,13887,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.9,14824,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.95,15813,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.975,16386,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
PL,Poland,quantile,0.99,16671,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
PL,Poland,point,,9932,2020-11-07,2020-10-12,4 wk ahead cum death,EpiNow2
GM,Germany,quantile,0.01,396594.55,2020-10-24,2020-10-19,1 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.025,400042.425,2020-10-24,2020-10-19,1 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.05,402623.85,2020-10-24,2020-10-19,1 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.1,405850.6,2020-10-24,2020-10-19,1 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.15,407725.65,2020-10-24,2020-10-19,1 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.2,409696.8,2020-10-24,2020-10-19,1 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.25,411348,2020-10-24,2020-10-19,1 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.3,412828,2020-10-24,2020-10-19,1 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.35,414160.65,2020-10-24,2020-10-19,1 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.4,415466.6,2020-10-24,2020-10-19,1 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.45,416923.75,2020-10-24,2020-10-19,1 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.5,418358,2020-10-24,2020-10-19,1 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.55,419626.45,2020-10-24,2020-10-19,1 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.6,421067.6,2020-10-24,2020-10-19,1 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.65,422678.5,2020-10-24,2020-10-19,1 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.7,424309.1,2020-10-24,2020-10-19,1 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.75,426283.25,2020-10-24,2020-10-19,1 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.8,428334.4,2020-10-24,2020-10-19,1 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.85,431393.65,2020-10-24,2020-10-19,1 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.9,434848.2,2020-10-24,2020-10-19,1 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.95,440631.45,2020-10-24,2020-10-19,1 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.975,446740.65,2020-10-24,2020-10-19,1 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.99,455533.57,2020-10-24,2020-10-19,1 wk ahead cum case,EpiNow2
GM,Germany,point,,418358,2020-10-24,2020-10-19,1 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.01,40207.55,2020-10-24,2020-10-19,1 wk ahead inc case,EpiNow2
GM,Germany,quantile,0.025,43655.425,2020-10-24,2020-10-19,1 wk ahead inc case,EpiNow2
GM,Germany,quantile,0.05,46236.85,2020-10-24,2020-10-19,1 wk ahead inc case,EpiNow2
GM,Germany,quantile,0.1,49463.6,2020-10-24,2020-10-19,1 wk ahead inc case,EpiNow2
GM,Germany,quantile,0.15,51338.65,2020-10-24,2020-10-19,1 wk ahead inc case,EpiNow2
GM,Germany,quantile,0.2,53309.8,2020-10-24,2020-10-19,1 wk ahead inc case,EpiNow2
GM,Germany,quantile,0.25,54961,2020-10-24,2020-10-19,1 wk ahead inc case,EpiNow2
GM,Germany,quantile,0.3,56441,2020-10-24,2020-10-19,1 wk ahead inc case,EpiNow2
GM,Germany,quantile,0.35,57773.65,2020-10-24,2020-10-19,1 wk ahead inc case,EpiNow2
GM,Germany,quantile,0.4,59079.6,2020-10-24,2020-10-19,1 wk ahead inc case,EpiNow2
GM,Germany,quantile,0.45,60536.75,2020-10-24,2020-10-19,1 wk ahead inc case,EpiNow2
GM,Germany,quantile,0.5,61971,2020-10-24,2020-10-19,1 wk ahead inc case,EpiNow2
GM,Germany,quantile,0.55,63239.45,2020-10-24,2020-10-19,1 wk ahead inc case,EpiNow2
GM,Germany,quantile,0.6,64680.6,2020-10-24,2020-10-19,1 wk ahead inc case,EpiNow2
GM,Germany,quantile,0.65,66291.5,2020-10-24,2020-10-19,1 wk ahead inc case,EpiNow2
GM,Germany,quantile,0.7,67922.1,2020-10-24,2020-10-19,1 wk ahead inc case,EpiNow2
GM,Germany,quantile,0.75,69896.25,2020-10-24,2020-10-19,1 wk ahead inc case,EpiNow2
GM,Germany,quantile,0.8,71947.4,2020-10-24,2020-10-19,1 wk ahead inc case,EpiNow2
GM,Germany,quantile,0.85,75006.65,2020-10-24,2020-10-19,1 wk ahead inc case,EpiNow2
GM,Germany,quantile,0.9,78461.2,2020-10-24,2020-10-19,1 wk ahead inc case,EpiNow2
GM,Germany,quantile,0.95,84244.45,2020-10-24,2020-10-19,1 wk ahead inc case,EpiNow2
GM,Germany,quantile,0.975,90353.65,2020-10-24,2020-10-19,1 wk ahead inc case,EpiNow2
GM,Germany,quantile,0.99,99146.57,2020-10-24,2020-10-19,1 wk ahead inc case,EpiNow2
GM,Germany,point,,61971,2020-10-24,2020-10-19,1 wk ahead inc case,EpiNow2
GM,Germany,quantile,0.01,454905.76,2020-10-31,2020-10-19,2 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.025,463086.175,2020-10-31,2020-10-19,2 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.05,471147.05,2020-10-31,2020-10-19,2 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.1,481142.9,2020-10-31,2020-10-19,2 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.15,488454.55,2020-10-31,2020-10-19,2 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.2,494272.8,2020-10-31,2020-10-19,2 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.25,499552,2020-10-31,2020-10-19,2 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.3,504474.5,2020-10-31,2020-10-19,2 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.35,509599.7,2020-10-31,2020-10-19,2 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.4,513862.6,2020-10-31,2020-10-19,2 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.45,518834.9,2020-10-31,2020-10-19,2 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.5,523945.5,2020-10-31,2020-10-19,2 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.55,528694.55,2020-10-31,2020-10-19,2 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.6,534501.2,2020-10-31,2020-10-19,2 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.65,539814.25,2020-10-31,2020-10-19,2 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.7,545573.7,2020-10-31,2020-10-19,2 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.75,552836.5,2020-10-31,2020-10-19,2 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.8,560569.4,2020-10-31,2020-10-19,2 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.85,571043.15,2020-10-31,2020-10-19,2 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.9,585421.5,2020-10-31,2020-10-19,2 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.95,607747.65,2020-10-31,2020-10-19,2 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.975,632404.775,2020-10-31,2020-10-19,2 wk ahead cum case,EpiNow2
GM,Germany,quantile,0.99,660803.53,2020-10-31,2020-10-19,2 wk ahead cum case,EpiNow2
