forecaster_id,location,location_name,inc,type,forecast_week,expert,leaderboard,forecast_type,distribution,median,lower_90,upper_90,width,horizon,target_end_date,assigned_baseline_model,chosen_baseline_model,forecast_duration,quantile,value,target,board_name
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,122354,,,0.22,2,2020-11-28,constant,constant,,0.9,162204.815008694,2 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,122354,,,0.22,2,2020-11-28,constant,constant,,0.95,175701.455712882,2 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,122354,,,0.22,2,2020-11-28,constant,constant,,0.975,188313.957950424,2 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,122354,,,0.22,2,2020-11-28,constant,constant,,0.99,204121.420382345,2 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,109546,,,0.25,3,2020-12-05,constant,constant,,0.01,61237.3675368292,3 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,109546,,,0.25,3,2020-12-05,constant,constant,,0.025,67111.3752363675,3 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,109546,,,0.25,3,2020-12-05,constant,constant,,0.05,72612.0688508071,3 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,109546,,,0.25,3,2020-12-05,constant,constant,,0.1,79515.8729103686,3 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,109546,,,0.25,3,2020-12-05,constant,constant,,0.15,84540.9645946455,3 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,109546,,,0.25,3,2020-12-05,constant,constant,,0.2,88760.2792313646,3 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,109546,,,0.25,3,2020-12-05,constant,constant,,0.25,92547.5081987031,3 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,109546,,,0.25,3,2020-12-05,constant,constant,,0.3,96086.0769080456,3 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,109546,,,0.25,3,2020-12-05,constant,constant,,0.35,99485.7517845222,3 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,109546,,,0.25,3,2020-12-05,constant,constant,,0.4,102822.867685244,3 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,109546,,,0.25,3,2020-12-05,constant,constant,,0.45,106158.070626348,3 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,109546,,,0.25,3,2020-12-05,constant,constant,,0.5,109546,3 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,109546,,,0.25,3,2020-12-05,constant,constant,,0.55,113042.051774268,3 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,109546,,,0.25,3,2020-12-05,constant,constant,,0.6,116708.728186173,3 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,109546,,,0.25,3,2020-12-05,constant,constant,,0.65,120623.565694027,3 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,109546,,,0.25,3,2020-12-05,constant,constant,,0.7,124891.415095283,3 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,109546,,,0.25,3,2020-12-05,constant,constant,,0.75,129666.658233897,3 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,109546,,,0.25,3,2020-12-05,constant,constant,,0.8,135199.283056779,3 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,109546,,,0.25,3,2020-12-05,constant,constant,,0.85,141946.879522121,3 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,109546,,,0.25,3,2020-12-05,constant,constant,,0.9,150917.366266317,3 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,109546,,,0.25,3,2020-12-05,constant,constant,,0.95,165266.274683022,3 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,109546,,,0.25,3,2020-12-05,constant,constant,,0.975,178812.102623954,3 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,109546,,,0.25,3,2020-12-05,constant,constant,,0.99,195964.108169457,3 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,90120,,,0.3,4,2020-12-12,constant,constant,,0.01,44846.1504586027,4 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,90120,,,0.3,4,2020-12-12,constant,constant,,0.025,50056.5276684038,4 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,90120,,,0.3,4,2020-12-12,constant,constant,,0.05,55019.4097476253,4 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,90120,,,0.3,4,2020-12-12,constant,constant,,0.1,61354.9986791589,4 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,90120,,,0.3,4,2020-12-12,constant,constant,,0.15,66036.7957947444,4 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,90120,,,0.3,4,2020-12-12,constant,constant,,0.2,70011.2361426923,4 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,90120,,,0.3,4,2020-12-12,constant,constant,,0.25,73611.0529569622,4 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,90120,,,0.3,4,2020-12-12,constant,constant,,0.3,77001.2735826744,4 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,90120,,,0.3,4,2020-12-12,constant,constant,,0.35,80282.0432895731,4 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,90120,,,0.3,4,2020-12-12,constant,constant,,0.4,83524.331500355,4 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,90120,,,0.3,4,2020-12-12,constant,constant,,0.45,86785.8605499789,4 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,90120,,,0.3,4,2020-12-12,constant,constant,,0.5,90120,4 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,90120,,,0.3,4,2020-12-12,constant,constant,,0.55,93582.230429378,4 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,90120,,,0.3,4,2020-12-12,constant,constant,,0.6,97236.5088604806,4 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,90120,,,0.3,4,2020-12-12,constant,constant,,0.65,101163.523836903,4 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,90120,,,0.3,4,2020-12-12,constant,constant,,0.7,105473.76714854,4 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,90120,,,0.3,4,2020-12-12,constant,constant,,0.75,110331.452597865,4 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,90120,,,0.3,4,2020-12-12,constant,constant,,0.8,116004.442250485,4 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,90120,,,0.3,4,2020-12-12,constant,constant,,0.85,122986.197350393,4 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,90120,,,0.3,4,2020-12-12,constant,constant,,0.9,132370.867489868,4 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,90120,,,0.3,4,2020-12-12,constant,constant,,0.95,147613.622851534,4 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,90120,,,0.3,4,2020-12-12,constant,constant,,0.975,162248.857008243,4 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,90120,,,0.3,4,2020-12-12,constant,constant,,0.99,181099.477144577,4 wk ahead inc case,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1544,,,0.13,1,2020-11-21,constant,constant,,0.01,1141.05266646352,1 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1544,,,0.13,1,2020-11-21,constant,constant,,0.025,1196.71599402038,1 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1544,,,0.13,1,2020-11-21,constant,constant,,0.05,1246.75662606348,1 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1544,,,0.13,1,2020-11-21,constant,constant,,0.1,1307.05269072776,1 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1544,,,0.13,1,2020-11-21,constant,constant,,0.15,1349.37309560339,1 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1544,,,0.13,1,2020-11-21,constant,constant,,0.2,1383.98316241742,1 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1544,,,0.13,1,2020-11-21,constant,constant,,0.25,1414.38213790391,1 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1544,,,0.13,1,2020-11-21,constant,constant,,0.3,1442.24998672507,1 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1544,,,0.13,1,2020-11-21,constant,constant,,0.35,1468.56361578912,1 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1544,,,0.13,1,2020-11-21,constant,constant,,0.4,1493.97645696305,1 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1544,,,0.13,1,2020-11-21,constant,constant,,0.45,1518.98215625655,1 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1544,,,0.13,1,2020-11-21,constant,constant,,0.5,1544,1 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1544,,,0.13,1,2020-11-21,constant,constant,,0.55,1569.4298910496,1 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1544,,,0.13,1,2020-11-21,constant,constant,,0.6,1595.69850574891,1 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1544,,,0.13,1,2020-11-21,constant,constant,,0.65,1623.31135973229,1 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1544,,,0.13,1,2020-11-21,constant,constant,,0.7,1652.92842568384,1 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1544,,,0.13,1,2020-11-21,constant,constant,,0.75,1685.49639882539,1 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1544,,,0.13,1,2020-11-21,constant,constant,,0.8,1722.51806578048,1 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1544,,,0.13,1,2020-11-21,constant,constant,,0.85,1766.69892690724,1 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1544,,,0.13,1,2020-11-21,constant,constant,,0.9,1823.901987205,1 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1544,,,0.13,1,2020-11-21,constant,constant,,0.95,1912.11015058092,1 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1544,,,0.13,1,2020-11-21,constant,constant,,0.975,1992.06496103653,1 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1544,,,0.13,1,2020-11-21,constant,constant,,0.99,2089.24274055515,1 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1909,,,0.18,2,2020-11-28,constant,constant,,0.01,1255.88050905335,2 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1909,,,0.18,2,2020-11-28,constant,constant,,0.025,1341.49682956014,2 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1909,,,0.18,2,2020-11-28,constant,constant,,0.05,1419.78562497998,2 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1909,,,0.18,2,2020-11-28,constant,constant,,0.1,1515.73468641855,2 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1909,,,0.18,2,2020-11-28,constant,constant,,0.15,1584.10809781643,2 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1909,,,0.18,2,2020-11-28,constant,constant,,0.2,1640.64215430494,2 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1909,,,0.18,2,2020-11-28,constant,constant,,0.25,1690.74860045759,2 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1909,,,0.18,2,2020-11-28,constant,constant,,0.3,1737.04857622675,2 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1909,,,0.18,2,2020-11-28,constant,constant,,0.35,1781.08345335088,2 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1909,,,0.18,2,2020-11-28,constant,constant,,0.4,1823.90000107857,2 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1909,,,0.18,2,2020-11-28,constant,constant,,0.45,1866.30492909657,2 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1909,,,0.18,2,2020-11-28,constant,constant,,0.5,1909,2 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1909,,,0.18,2,2020-11-28,constant,constant,,0.55,1952.67179718809,2 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1909,,,0.18,2,2020-11-28,constant,constant,,0.6,1998.07061672512,2 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1909,,,0.18,2,2020-11-28,constant,constant,,0.65,2046.10345076406,2 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1909,,,0.18,2,2020-11-28,constant,constant,,0.7,2097.97299273932,2 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1909,,,0.18,2,2020-11-28,constant,constant,,0.75,2155.42452557033,2 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1909,,,0.18,2,2020-11-28,constant,constant,,0.8,2221.25281277068,2 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1909,,,0.18,2,2020-11-28,constant,constant,,0.85,2300.52545342288,2 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1909,,,0.18,2,2020-11-28,constant,constant,,0.9,2404.30006164924,2 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1909,,,0.18,2,2020-11-28,constant,constant,,0.95,2566.78257328559,2 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1909,,,0.18,2,2020-11-28,constant,constant,,0.975,2716.57816828006,2 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1909,,,0.18,2,2020-11-28,constant,constant,,0.99,2901.77367490715,2 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1730,,,0.25,3,2020-12-05,constant,constant,,0.01,967.088217175565,3 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1730,,,0.25,3,2020-12-05,constant,constant,,0.025,1059.85320467124,3 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1730,,,0.25,3,2020-12-05,constant,constant,,0.05,1146.72264721575,3 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1730,,,0.25,3,2020-12-05,constant,constant,,0.1,1255.75064479705,3 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1730,,,0.25,3,2020-12-05,constant,constant,,0.15,1335.10916645735,3 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1730,,,0.25,3,2020-12-05,constant,constant,,0.2,1401.74249238001,3 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1730,,,0.25,3,2020-12-05,constant,constant,,0.25,1461.55212589922,3 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1730,,,0.25,3,2020-12-05,constant,constant,,0.3,1517.43480410895,3 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1730,,,0.25,3,2020-12-05,constant,constant,,0.35,1571.12400806258,3 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1730,,,0.25,3,2020-12-05,constant,constant,,0.4,1623.82525236405,3 wk ahead inc death,seabbs
515822,GM,Germany,incident,quantile,47,TRUE,yes,distribution_forecast,log-normal,1730,,,0.25,3,2020-12-05,constant,constant,,0.45,1676.49628634164,3 wk ahead inc death,seabbs
