forecaster_id,forecast_date,expert,leaderboard,distribution,median,width,horizon,target_end_date,submission_date,region,target_type,forecast_duration,forecast_week
593160,2021-03-02,TRUE,yes,normal,1.28,0.2,4,2021-03-06,2021-03-01,Poland,,41.4000287055969,9
593160,2021-03-02,TRUE,yes,normal,1.24738413206594,0.25,5,2021-03-13,2021-03-01,Poland,,41.4000287055969,9
593160,2021-03-02,TRUE,yes,normal,1.22,0.3,6,2021-03-20,2021-03-01,Poland,,41.4000287055969,9
593160,2021-03-02,TRUE,yes,normal,1.18,0.35,7,2021-03-27,2021-03-01,Poland,,41.4000287055969,9
593160,2021-03-02,TRUE,yes,normal,1.16,0.05,1,2021-02-13,2021-03-01,Germany,,9.64916849136353,9
593160,2021-03-02,TRUE,yes,normal,1.24738413206594,0.1,2,2021-02-20,2021-03-01,Germany,,9.64916849136353,9
593160,2021-03-02,TRUE,yes,normal,1.28,0.15,3,2021-02-27,2021-03-01,Germany,,9.64916849136353,9
593160,2021-03-02,TRUE,yes,normal,1.28,0.2,4,2021-03-06,2021-03-01,Germany,,9.64916849136353,9
593160,2021-03-02,TRUE,yes,normal,1.24738413206594,0.25,5,2021-03-13,2021-03-01,Germany,,9.64916849136353,9
593160,2021-03-02,TRUE,yes,normal,1.22,0.3,6,2021-03-20,2021-03-01,Germany,,9.64916849136353,9
593160,2021-03-02,TRUE,yes,normal,1.18,0.35,7,2021-03-27,2021-03-01,Germany,,9.64916849136353,9
