target,target_end_date,location,type,quantile,value,location_name,forecast_date,target_type,board_name,submission_date,horizon
3 wk ahead inc death,2021-03-06,GM,quantile,0.95,2661.35941042197,Germany,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc death,2021-03-06,GM,quantile,0.975,2866.87793958236,Germany,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc death,2021-03-06,GM,quantile,0.99,3127.37231502799,Germany,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
4 wk ahead inc death,2021-03-13,GM,quantile,0.01,816.24696188284,Germany,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc death,2021-03-13,GM,quantile,0.025,899.354569722694,Germany,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc death,2021-03-13,GM,quantile,0.05,978.435364807576,Germany,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc death,2021-03-13,GM,quantile,0.1,1079.36776406166,Germany,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc death,2021-03-13,GM,quantile,0.15,1153.98450059746,Germany,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc death,2021-03-13,GM,quantile,0.2,1217.37050078594,Germany,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc death,2021-03-13,GM,quantile,0.25,1274.82711211395,Germany,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc death,2021-03-13,GM,quantile,0.3,1328.98492668844,Germany,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc death,2021-03-13,GM,quantile,0.35,1381.44255806449,Germany,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc death,2021-03-13,GM,quantile,0.4,1433.33571154465,Germany,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc death,2021-03-13,GM,quantile,0.45,1485.59133321335,Germany,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc death,2021-03-13,GM,quantile,0.5,1539.07,Germany,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc death,2021-03-13,GM,quantile,0.55,1594.67006919205,Germany,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc death,2021-03-13,GM,quantile,0.6,1653.43106623464,Germany,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc death,2021-03-13,GM,quantile,0.65,1716.6686403052,Germany,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc death,2021-03-13,GM,quantile,0.7,1786.18913815654,Germany,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc death,2021-03-13,GM,quantile,0.75,1864.6832200207,Germany,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc death,2021-03-13,GM,quantile,0.8,1956.54899666577,Germany,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc death,2021-03-13,GM,quantile,0.85,2069.9062498798,Germany,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc death,2021-03-13,GM,quantile,0.9,2222.8048462461,Germany,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc death,2021-03-13,GM,quantile,0.95,2472.45204190834,Germany,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc death,2021-03-13,GM,quantile,0.975,2713.67996864229,Germany,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc death,2021-03-13,GM,quantile,0.99,3026.58950464818,Germany,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
1 wk ahead inc case,2021-02-20,PL,quantile,0.01,27150.3172615631,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc case,2021-02-20,PL,quantile,0.025,28503.3252396735,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc case,2021-02-20,PL,quantile,0.05,29726.8827117978,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc case,2021-02-20,PL,quantile,0.1,31210.3244239585,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc case,2021-02-20,PL,quantile,0.15,32257.4931883654,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc case,2021-02-20,PL,quantile,0.2,33117.5491047231,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc case,2021-02-20,PL,quantile,0.25,33875.6865833987,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc case,2021-02-20,PL,quantile,0.3,34572.9401766585,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc case,2021-02-20,PL,quantile,0.35,35233.2754013598,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc case,2021-02-20,PL,quantile,0.4,35872.8201127534,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc case,2021-02-20,PL,quantile,0.45,36503.8585622409,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc case,2021-02-20,PL,quantile,0.5,37136.93,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc case,2021-02-20,PL,quantile,0.55,37782.1971437978,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc case,2021-02-20,PL,quantile,0.6,38450.6177388635,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc case,2021-02-20,PL,quantile,0.65,39155.2918955282,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc case,2021-02-20,PL,quantile,0.7,39913.4447211033,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc case,2021-02-20,PL,quantile,0.75,40749.9190652385,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc case,2021-02-20,PL,quantile,0.8,41704.3167192753,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc case,2021-02-20,PL,quantile,0.85,42848.1878484276,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc case,2021-02-20,PL,quantile,0.9,44337.13586402,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc case,2021-02-20,PL,quantile,0.95,46650.5817541899,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc case,2021-02-20,PL,quantile,0.975,48765.7831058161,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc case,2021-02-20,PL,quantile,0.99,51359.7995346149,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
2 wk ahead inc case,2021-02-27,PL,quantile,0.01,24110.2318634268,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc case,2021-02-27,PL,quantile,0.025,25713.9330989139,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc case,2021-02-27,PL,quantile,0.05,27195.0781519591,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc case,2021-02-27,PL,quantile,0.1,29030.0709160156,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc case,2021-02-27,PL,quantile,0.15,30351.248730481,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc case,2021-02-27,PL,quantile,0.2,31452.31878227,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc case,2021-02-27,PL,quantile,0.25,32434.8304051603,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc case,2021-02-27,PL,quantile,0.3,33348.2842008002,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc case,2021-02-27,PL,quantile,0.35,34222.0563943509,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc case,2021-02-27,PL,quantile,0.4,35076.3596874507,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc case,2021-02-27,PL,quantile,0.45,35927.0450646717,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc case,2021-02-27,PL,quantile,0.5,36788.19,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc case,2021-02-27,PL,quantile,0.55,37673.8687496592,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc case,2021-02-27,PL,quantile,0.6,38599.7714103734,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc case,2021-02-27,PL,quantile,0.65,39585.1822660274,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc case,2021-02-27,PL,quantile,0.7,40656.0061494642,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc case,2021-02-27,PL,quantile,0.75,41850.2111176731,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc case,2021-02-27,PL,quantile,0.8,43229.0845722758,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc case,2021-02-27,PL,quantile,0.85,44904.5510680147,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc case,2021-02-27,PL,quantile,0.9,47122.6645695681,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc case,2021-02-27,PL,quantile,0.95,50652.1508493028,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc case,2021-02-27,PL,quantile,0.975,53967.1956347415,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc case,2021-02-27,PL,quantile,0.99,58146.6631175642,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
3 wk ahead inc case,2021-03-06,PL,quantile,0.01,21795.7175783241,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc case,2021-03-06,PL,quantile,0.025,23549.2379123251,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc case,2021-03-06,PL,quantile,0.05,25201.7085048063,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc case,2021-03-06,PL,quantile,0.1,27292.6512261398,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc case,2021-03-06,PL,quantile,0.15,28827.8850029541,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc case,2021-03-06,PL,quantile,0.2,30126.2765604305,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc case,2021-03-06,PL,quantile,0.25,31299.3108391533,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc case,2021-03-06,PL,quantile,0.3,32402.0550730436,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc case,2021-03-06,PL,quantile,0.35,33467.8026151976,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc case,2021-03-06,PL,quantile,0.4,34520.0633861957,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc case,2021-03-06,PL,quantile,0.45,35577.8958867061,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc case,2021-03-06,PL,quantile,0.5,36658.8733333333,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc case,2021-03-06,PL,quantile,0.55,37781.2298750932,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc case,2021-03-06,PL,quantile,0.6,38965.9663491584,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc case,2021-03-06,PL,quantile,0.65,40239.5763486176,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc case,2021-03-06,PL,quantile,0.7,41638.3628795909,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc case,2021-03-06,PL,quantile,0.75,43216.3450447871,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc case,2021-03-06,PL,quantile,0.8,45061.7882311189,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc case,2021-03-06,PL,quantile,0.85,47337.6656648301,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc case,2021-03-06,PL,quantile,0.9,50406.4545879622,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc case,2021-03-06,PL,quantile,0.95,55418.3127935476,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc case,2021-03-06,PL,quantile,0.975,60266.5781583096,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc case,2021-03-06,PL,quantile,0.99,66568.4940026261,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
4 wk ahead inc case,2021-03-13,PL,quantile,0.01,19192.7202111878,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc case,2021-03-13,PL,quantile,0.025,21111.4445978647,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc case,2021-03-13,PL,quantile,0.05,22957.4014119773,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc case,2021-03-13,PL,quantile,0.1,25344.3221316453,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc case,2021-03-13,PL,quantile,0.15,27132.3194255872,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc case,2021-03-13,PL,quantile,0.2,28667.3510159926,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc case,2021-03-13,PL,quantile,0.25,30071.8541983193,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc case,2021-03-13,PL,quantile,0.3,31407.2390936404,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc case,2021-03-13,PL,quantile,0.35,32711.4559348896,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc case,2021-03-13,PL,quantile,0.4,34012.1179740887,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc case,2021-03-13,PL,quantile,0.45,35332.4456617573,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc case,2021-03-13,PL,quantile,0.5,36694.7033333333,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc case,2021-03-13,PL,quantile,0.55,38122.8496011404,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc case,2021-03-13,PL,quantile,0.6,39645.3285758812,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc case,2021-03-13,PL,quantile,0.65,41298.876769924,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc case,2021-03-13,PL,quantile,0.7,43134.7309056291,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc case,2021-03-13,PL,quantile,0.75,45230.1782526976,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc case,2021-03-13,PL,quantile,0.8,47712.9440581822,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc case,2021-03-13,PL,quantile,0.85,50821.3868888744,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc case,2021-03-13,PL,quantile,0.9,55091.8933245478,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc case,2021-03-13,PL,quantile,0.95,62253.732987352,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc case,2021-03-13,PL,quantile,0.975,69392.2713861189,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc case,2021-03-13,PL,quantile,0.99,78962.8376741624,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
1 wk ahead inc death,2021-02-20,PL,quantile,0.01,1418.52588558615,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc death,2021-02-20,PL,quantile,0.025,1449.09491860588,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc death,2021-02-20,PL,quantile,0.05,1476.03205171951,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc death,2021-02-20,PL,quantile,0.1,1507.85183360905,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc death,2021-02-20,PL,quantile,0.15,1529.79398534927,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc death,2021-02-20,PL,quantile,0.2,1547.51107354693,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc death,2021-02-20,PL,quantile,0.25,1562.91039322256,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc death,2021-02-20,PL,quantile,0.3,1576.89881364784,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc death,2021-02-20,PL,quantile,0.35,1589.99748073542,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc death,2021-02-20,PL,quantile,0.4,1602.54949324297,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc death,2021-02-20,PL,quantile,0.45,1614.80865315684,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc death,2021-02-20,PL,quantile,0.5,1626.985,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc death,2021-02-20,PL,quantile,0.55,1639.27317228854,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc death,2021-02-20,PL,quantile,0.6,1651.87505722021,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc death,2021-02-20,PL,quantile,0.65,1665.02403801378,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc death,2021-02-20,PL,quantile,0.7,1679.0189357428,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc death,2021-02-20,PL,quantile,0.75,1694.28220318444,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc death,2021-02-20,PL,quantile,0.8,1711.47722691391,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc death,2021-02-20,PL,quantile,0.85,1731.78811293409,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc death,2021-02-20,PL,quantile,0.9,1757.76067121568,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc death,2021-02-20,PL,quantile,0.95,1797.12969123182,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc death,2021-02-20,PL,quantile,0.975,1832.14358291465,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
1 wk ahead inc death,2021-02-20,PL,quantile,0.99,1873.89765402298,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,1
2 wk ahead inc death,2021-02-27,PL,quantile,0.01,1228.19610707165,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc death,2021-02-27,PL,quantile,0.025,1275.31635232863,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc death,2021-02-27,PL,quantile,0.05,1317.73428153413,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc death,2021-02-27,PL,quantile,0.1,1368.93732350063,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc death,2021-02-27,PL,quantile,0.15,1404.9459007696,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc death,2021-02-27,PL,quantile,0.2,1434.44232146071,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc death,2021-02-27,PL,quantile,0.25,1460.38831676167,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc death,2021-02-27,PL,quantile,0.3,1484.20732950679,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc death,2021-02-27,PL,quantile,0.35,1506.72854590517,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc death,2021-02-27,PL,quantile,0.4,1528.5080969563,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc death,2021-02-27,PL,quantile,0.45,1549.96774782153,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc death,2021-02-27,PL,quantile,0.5,1571.4675,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc death,2021-02-27,PL,quantile,0.55,1593.35261388735,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc death,2021-02-27,PL,quantile,0.6,1615.99347679044,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc death,2021-02-27,PL,quantile,0.65,1639.83102708875,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc death,2021-02-27,PL,quantile,0.7,1665.44319006807,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc death,2021-02-27,PL,quantile,0.75,1693.66154905779,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc death,2021-02-27,PL,quantile,0.8,1725.80951971051,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc death,2021-02-27,PL,quantile,0.85,1764.27512710603,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc death,2021-02-27,PL,quantile,0.9,1814.24584988257,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc death,2021-02-27,PL,quantile,0.95,1891.68373662621,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc death,2021-02-27,PL,quantile,0.975,1962.28930771161,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
2 wk ahead inc death,2021-02-27,PL,quantile,0.99,2048.64936105898,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,2
3 wk ahead inc death,2021-03-06,PL,quantile,0.01,1117.16036829726,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc death,2021-03-06,PL,quantile,0.025,1173.2484165255,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc death,2021-03-06,PL,quantile,0.05,1224.7407905867,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc death,2021-03-06,PL,quantile,0.1,1288.17646007678,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc death,2021-03-06,PL,quantile,0.15,1333.63317971264,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc death,2021-03-06,PL,quantile,0.2,1371.39311514195,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc death,2021-03-06,PL,quantile,0.25,1405.00014284452,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc death,2021-03-06,PL,quantile,0.3,1436.17662726757,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc death,2021-03-06,PL,quantile,0.35,1465.9410814305,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc death,2021-03-06,PL,quantile,0.4,1494.99111723684,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc death,2021-03-06,PL,quantile,0.45,1523.87073088661,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc death,2021-03-06,PL,quantile,0.5,1553.06,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc death,2021-03-06,PL,quantile,0.55,1583.03587990416,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc death,2021-03-06,PL,quantile,0.6,1614.32715900233,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc death,2021-03-06,PL,quantile,0.65,1647.58094254041,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc death,2021-03-06,PL,quantile,0.7,1683.66375317085,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc death,2021-03-06,PL,quantile,0.75,1723.84282610083,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc death,2021-03-06,PL,quantile,0.8,1770.16052538017,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc death,2021-03-06,PL,quantile,0.85,1826.34227417058,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc death,2021-03-06,PL,quantile,0.9,1900.56953201645,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc death,2021-03-06,PL,quantile,0.95,2018.37293167235,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc death,2021-03-06,PL,quantile,0.975,2128.72659149307,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
3 wk ahead inc death,2021-03-06,PL,quantile,0.99,2267.52242616454,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,3
4 wk ahead inc death,2021-03-13,PL,quantile,0.01,1023.7940373327,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc death,2021-03-13,PL,quantile,0.025,1086.34042969173,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc death,2021-03-13,PL,quantile,0.05,1144.81488209177,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc death,2021-03-13,PL,quantile,0.1,1218.25334933836,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc death,2021-03-13,PL,quantile,0.15,1271.83617354559,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc death,2021-03-13,PL,quantile,0.2,1316.95725707856,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc death,2021-03-13,PL,quantile,0.25,1357.58310022712,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc death,2021-03-13,PL,quantile,0.3,1395.66458134591,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc death,2021-03-13,PL,quantile,0.35,1432.37498161237,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc death,2021-03-13,PL,quantile,0.4,1468.53723521432,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc death,2021-03-13,PL,quantile,0.45,1504.81309334485,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
4 wk ahead inc death,2021-03-13,PL,quantile,0.5,1541.8075,Poland,2021-02-15,,EpiExpert-ensemble,2021-02-15,4
